Year,Region,Economic Category,National Inventory Category,National Inventory Sub-category,National Inventory Sub-sub-category,CO2eq,Unit
2015,Quebec,Coal Production,Waste,Incineration and Open Burning of Waste,,0,Mt
2015,Quebec,Coal Production,Waste,Industrial Wood Waste Landfills,,0,Mt
2015,Quebec,Coal Production,Waste,Total,,0,Mt
2015,Quebec,Coal Production,CO2 Captured,Total,,0,Mt
2015,Quebec,"Light Manufacturing, Construction and Forest Resources",Total,,,4.45599199,Mt
2015,Quebec,"Light Manufacturing, Construction and Forest Resources",Energy,Stationary Combustion,Stationary,2.654351685,Mt
2015,Quebec,"Light Manufacturing, Construction and Forest Resources",Energy,Stationary Combustion,Electricity,0,Mt
2015,Quebec,"Light Manufacturing, Construction and Forest Resources",Energy,Stationary Combustion,Steam for Sale,0.030720855,Mt
2015,Quebec,"Light Manufacturing, Construction and Forest Resources",Energy,Transport,,1.539147871,Mt
2015,Quebec,"Light Manufacturing, Construction and Forest Resources",Energy,Fugitive (Unintentional),,0.013337213,Mt
2015,Quebec,"Light Manufacturing, Construction and Forest Resources",Energy,Flaring,,0,Mt
2015,Quebec,"Light Manufacturing, Construction and Forest Resources",Energy,Venting,,0,Mt
2015,Quebec,"Light Manufacturing, Construction and Forest Resources",Energy,Total,,4.237557623,Mt
2015,Quebec,"Light Manufacturing, Construction and Forest Resources",Industrial Processes and Product Use,Mineral Products,,0.014159628,Mt
2015,Quebec,"Light Manufacturing, Construction and Forest Resources",Industrial Processes and Product Use,Chemical Industry,,0,Mt
2015,Quebec,"Light Manufacturing, Construction and Forest Resources",Industrial Processes and Product Use,Metal Production,,0,Mt
2015,Quebec,"Light Manufacturing, Construction and Forest Resources",Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0.176766071,Mt
2015,Quebec,"Light Manufacturing, Construction and Forest Resources",Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0.025538,Mt
2015,Quebec,"Light Manufacturing, Construction and Forest Resources",Industrial Processes and Product Use,Other Product Manufacture and Use,,0.001970668,Mt
2015,Quebec,"Light Manufacturing, Construction and Forest Resources",Industrial Processes and Product Use,Total,,0.218434367,Mt
2015,Quebec,"Light Manufacturing, Construction and Forest Resources",Agriculture,Manure Management,,0,Mt
2015,Quebec,"Light Manufacturing, Construction and Forest Resources",Agriculture,Enteric Fermentation,,0,Mt
2015,Quebec,"Light Manufacturing, Construction and Forest Resources",Agriculture,Agriculture Soils,,0,Mt
2015,Quebec,"Light Manufacturing, Construction and Forest Resources",Agriculture,Total,,0,Mt
2015,Quebec,"Light Manufacturing, Construction and Forest Resources",Waste,Solid Waste Disposal,,0,Mt
2015,Quebec,"Light Manufacturing, Construction and Forest Resources",Waste,Biological Treatment of Solid Waste,,0,Mt
2015,Quebec,"Light Manufacturing, Construction and Forest Resources",Waste,Wastewater Treatment and Discharge,,0,Mt
2015,Quebec,"Light Manufacturing, Construction and Forest Resources",Waste,Incineration and Open Burning of Waste,,0,Mt
2015,Quebec,"Light Manufacturing, Construction and Forest Resources",Waste,Industrial Wood Waste Landfills,,0,Mt
2015,Quebec,"Light Manufacturing, Construction and Forest Resources",Waste,Total,,0,Mt
2015,Quebec,"Light Manufacturing, Construction and Forest Resources",CO2 Captured,Total,,0,Mt
2015,Quebec,Light Manufacturing,Total,,,2.726893857,Mt
2015,Quebec,Light Manufacturing,Energy,Stationary Combustion,Stationary,2.212909039,Mt
2015,Quebec,Light Manufacturing,Energy,Stationary Combustion,Electricity,0,Mt
2015,Quebec,Light Manufacturing,Energy,Stationary Combustion,Steam for Sale,0.030720855,Mt
2015,Quebec,Light Manufacturing,Energy,Transport,,0.255788393,Mt
2015,Quebec,Light Manufacturing,Energy,Fugitive (Unintentional),,0.011753203,Mt
2015,Quebec,Light Manufacturing,Energy,Flaring,,0,Mt
2015,Quebec,Light Manufacturing,Energy,Venting,,0,Mt
2015,Quebec,Light Manufacturing,Energy,Total,,2.51117149,Mt
2015,Quebec,Light Manufacturing,Industrial Processes and Product Use,Mineral Products,,0.014159628,Mt
2015,Quebec,Light Manufacturing,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2015,Quebec,Light Manufacturing,Industrial Processes and Product Use,Metal Production,,0,Mt
2015,Quebec,Light Manufacturing,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0.176766071,Mt
2015,Quebec,Light Manufacturing,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0.022826,Mt
2015,Quebec,Light Manufacturing,Industrial Processes and Product Use,Other Product Manufacture and Use,,0.001970668,Mt
2015,Quebec,Light Manufacturing,Industrial Processes and Product Use,Total,,0.215722367,Mt
2015,Quebec,Light Manufacturing,Agriculture,Manure Management,,0,Mt
2015,Quebec,Light Manufacturing,Agriculture,Enteric Fermentation,,0,Mt
2015,Quebec,Light Manufacturing,Agriculture,Agriculture Soils,,0,Mt
2015,Quebec,Light Manufacturing,Agriculture,Total,,0,Mt
2015,Quebec,Light Manufacturing,Waste,Solid Waste Disposal,,0,Mt
2015,Quebec,Light Manufacturing,Waste,Biological Treatment of Solid Waste,,0,Mt
2015,Quebec,Light Manufacturing,Waste,Wastewater Treatment and Discharge,,0,Mt
2015,Quebec,Light Manufacturing,Waste,Incineration and Open Burning of Waste,,0,Mt
2015,Quebec,Light Manufacturing,Waste,Industrial Wood Waste Landfills,,0,Mt
2015,Quebec,Light Manufacturing,Waste,Total,,0,Mt
2015,Quebec,Light Manufacturing,CO2 Captured,Total,,0,Mt
2015,Quebec,Construction,Total,,,1.293119155,Mt
2015,Quebec,Construction,Energy,Stationary Combustion,Stationary,0.354351982,Mt
2015,Quebec,Construction,Energy,Stationary Combustion,Electricity,0,Mt
2015,Quebec,Construction,Energy,Stationary Combustion,Steam for Sale,0,Mt
2015,Quebec,Construction,Energy,Transport,,0.935149163,Mt
2015,Quebec,Construction,Energy,Fugitive (Unintentional),,0.001584009,Mt
2015,Quebec,Construction,Energy,Flaring,,0,Mt
2015,Quebec,Construction,Energy,Venting,,0,Mt
2015,Quebec,Construction,Energy,Total,,1.291085155,Mt
2015,Quebec,Construction,Industrial Processes and Product Use,Mineral Products,,0,Mt
2015,Quebec,Construction,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2015,Quebec,Construction,Industrial Processes and Product Use,Metal Production,,0,Mt
2015,Quebec,Construction,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0,Mt
2015,Quebec,Construction,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0.002034,Mt
2015,Quebec,Construction,Industrial Processes and Product Use,Other Product Manufacture and Use,,0,Mt
2015,Quebec,Construction,Industrial Processes and Product Use,Total,,0.002034,Mt
2015,Quebec,Construction,Agriculture,Manure Management,,0,Mt
2015,Quebec,Construction,Agriculture,Enteric Fermentation,,0,Mt
2015,Quebec,Construction,Agriculture,Agriculture Soils,,0,Mt
2015,Quebec,Construction,Agriculture,Total,,0,Mt
2015,Quebec,Construction,Waste,Solid Waste Disposal,,0,Mt
2015,Quebec,Construction,Waste,Biological Treatment of Solid Waste,,0,Mt
2015,Quebec,Construction,Waste,Wastewater Treatment and Discharge,,0,Mt
2015,Quebec,Construction,Waste,Incineration and Open Burning of Waste,,0,Mt
2015,Quebec,Construction,Waste,Industrial Wood Waste Landfills,,0,Mt
2015,Quebec,Construction,Waste,Total,,0,Mt
2015,Quebec,Construction,CO2 Captured,Total,,0,Mt
2015,Quebec,Forest Resources,Total,,,0.435978979,Mt
2015,Quebec,Forest Resources,Energy,Stationary Combustion,Stationary,0.087090664,Mt
2015,Quebec,Forest Resources,Energy,Stationary Combustion,Electricity,0,Mt
2015,Quebec,Forest Resources,Energy,Stationary Combustion,Steam for Sale,0,Mt
2015,Quebec,Forest Resources,Energy,Transport,,0.348210315,Mt
2015,Quebec,Forest Resources,Energy,Fugitive (Unintentional),,0,Mt
2015,Quebec,Forest Resources,Energy,Flaring,,0,Mt
2015,Quebec,Forest Resources,Energy,Venting,,0,Mt
2015,Quebec,Forest Resources,Energy,Total,,0.435300979,Mt
2015,Quebec,Forest Resources,Industrial Processes and Product Use,Mineral Products,,0,Mt
2015,Quebec,Forest Resources,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2015,Quebec,Forest Resources,Industrial Processes and Product Use,Metal Production,,0,Mt
2015,Quebec,Forest Resources,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0,Mt
2015,Quebec,Forest Resources,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0.000678,Mt
2015,Quebec,Forest Resources,Industrial Processes and Product Use,Other Product Manufacture and Use,,0,Mt
2015,Quebec,Forest Resources,Industrial Processes and Product Use,Total,,0.000678,Mt
2015,Quebec,Forest Resources,Agriculture,Manure Management,,0,Mt
2015,Quebec,Forest Resources,Agriculture,Enteric Fermentation,,0,Mt
2015,Quebec,Forest Resources,Agriculture,Agriculture Soils,,0,Mt
2015,Quebec,Forest Resources,Agriculture,Total,,0,Mt
2015,Quebec,Forest Resources,Waste,Solid Waste Disposal,,0,Mt
2015,Quebec,Forest Resources,Waste,Biological Treatment of Solid Waste,,0,Mt
2015,Quebec,Forest Resources,Waste,Wastewater Treatment and Discharge,,0,Mt
2015,Quebec,Forest Resources,Waste,Incineration and Open Burning of Waste,,0,Mt
2015,Quebec,Forest Resources,Waste,Industrial Wood Waste Landfills,,0,Mt
2015,Quebec,Forest Resources,Waste,Total,,0,Mt
2015,Quebec,Forest Resources,CO2 Captured,Total,,0,Mt
2020,Quebec,Total,Total,,,74.29426374,Mt
2020,Quebec,Total,Energy,Stationary Combustion,Stationary,19.75865777,Mt
2020,Quebec,Total,Energy,Stationary Combustion,Electricity,0.192755251,Mt
2020,Quebec,Total,Energy,Stationary Combustion,Steam for Sale,0.102540095,Mt
2020,Quebec,Total,Energy,Transport,,30.46650392,Mt
2020,Quebec,Total,Energy,Fugitive (Unintentional),,0.165318489,Mt
2020,Quebec,Total,Energy,Flaring,,0.030324713,Mt
2020,Quebec,Total,Energy,Venting,,0.181011228,Mt
2020,Quebec,Total,Energy,Total,,50.89711146,Mt
2020,Quebec,Total,Industrial Processes and Product Use,Mineral Products,,2.294191653,Mt
2020,Quebec,Total,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2020,Quebec,Total,Industrial Processes and Product Use,Metal Production,,5.133735972,Mt
2020,Quebec,Total,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,2.304584219,Mt
2020,Quebec,Total,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0.848951583,Mt
2020,Quebec,Total,Industrial Processes and Product Use,Other Product Manufacture and Use,,0.184595076,Mt
2020,Quebec,Total,Industrial Processes and Product Use,Total,,10.7660585,Mt
2020,Quebec,Total,Agriculture,Manure Management,,1.74556002,Mt
2020,Quebec,Total,Agriculture,Enteric Fermentation,,2.872471869,Mt
2020,Quebec,Total,Agriculture,Agriculture Soils,,3.270511627,Mt
2020,Quebec,Total,Agriculture,Total,,7.888543515,Mt
2020,Quebec,Total,Waste,Solid Waste Disposal,,4.040379159,Mt
2020,Quebec,Total,Waste,Biological Treatment of Solid Waste,,0.069849005,Mt
2020,Quebec,Total,Waste,Wastewater Treatment and Discharge,,0.392526863,Mt
2020,Quebec,Total,Waste,Incineration and Open Burning of Waste,,0.033873692,Mt
2020,Quebec,Total,Waste,Industrial Wood Waste Landfills,,0.205921543,Mt
2020,Quebec,Total,Waste,Total,,4.742550262,Mt
2020,Quebec,Total,CO2 Captured,Total,,0,Mt
2020,Quebec,Oil and Gas,Total,,,2.280033287,Mt
2020,Quebec,Oil and Gas,Energy,Stationary Combustion,Stationary,1.893481391,Mt
2020,Quebec,Oil and Gas,Energy,Stationary Combustion,Electricity,0,Mt
2020,Quebec,Oil and Gas,Energy,Stationary Combustion,Steam for Sale,0,Mt
2020,Quebec,Oil and Gas,Energy,Transport,,0.09981428,Mt
2020,Quebec,Oil and Gas,Energy,Fugitive (Unintentional),,0.075401676,Mt
2020,Quebec,Oil and Gas,Energy,Flaring,,0.030324713,Mt
2020,Quebec,Oil and Gas,Energy,Venting,,0.181011228,Mt
2020,Quebec,Oil and Gas,Energy,Total,,2.280033287,Mt
2020,Quebec,Oil and Gas,Industrial Processes and Product Use,Mineral Products,,0,Mt
2020,Quebec,Oil and Gas,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2020,Quebec,Oil and Gas,Industrial Processes and Product Use,Metal Production,,0,Mt
2020,Quebec,Oil and Gas,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0,Mt
2020,Quebec,Oil and Gas,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0,Mt
2020,Quebec,Oil and Gas,Industrial Processes and Product Use,Other Product Manufacture and Use,,0,Mt
2020,Quebec,Oil and Gas,Industrial Processes and Product Use,Total,,0,Mt
2020,Quebec,Oil and Gas,Agriculture,Manure Management,,0,Mt
2020,Quebec,Oil and Gas,Agriculture,Enteric Fermentation,,0,Mt
2020,Quebec,Oil and Gas,Agriculture,Agriculture Soils,,0,Mt
2020,Quebec,Oil and Gas,Agriculture,Total,,0,Mt
2020,Quebec,Oil and Gas,Waste,Solid Waste Disposal,,0,Mt
2020,Quebec,Oil and Gas,Waste,Biological Treatment of Solid Waste,,0,Mt
2020,Quebec,Oil and Gas,Waste,Wastewater Treatment and Discharge,,0,Mt
2020,Quebec,Oil and Gas,Waste,Incineration and Open Burning of Waste,,0,Mt
2020,Quebec,Oil and Gas,Waste,Industrial Wood Waste Landfills,,0,Mt
2020,Quebec,Oil and Gas,Waste,Total,,0,Mt
2020,Quebec,Oil and Gas,CO2 Captured,Total,,0,Mt
2020,Quebec,Upstream Oil and Gas,Total,,,0.123030032,Mt
2020,Quebec,Upstream Oil and Gas,Energy,Stationary Combustion,Stationary,0,Mt
2020,Quebec,Upstream Oil and Gas,Energy,Stationary Combustion,Electricity,0,Mt
2020,Quebec,Upstream Oil and Gas,Energy,Stationary Combustion,Steam for Sale,0,Mt
2020,Quebec,Upstream Oil and Gas,Energy,Transport,,0.082179917,Mt
2020,Quebec,Upstream Oil and Gas,Energy,Fugitive (Unintentional),,0.018003027,Mt
2020,Quebec,Upstream Oil and Gas,Energy,Flaring,,0,Mt
2020,Quebec,Upstream Oil and Gas,Energy,Venting,,0.022847088,Mt
2020,Quebec,Upstream Oil and Gas,Energy,Total,,0.123030032,Mt
2020,Quebec,Upstream Oil and Gas,Industrial Processes and Product Use,Mineral Products,,0,Mt
2020,Quebec,Upstream Oil and Gas,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2020,Quebec,Upstream Oil and Gas,Industrial Processes and Product Use,Metal Production,,0,Mt
2020,Quebec,Upstream Oil and Gas,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0,Mt
2020,Quebec,Upstream Oil and Gas,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0,Mt
2020,Quebec,Upstream Oil and Gas,Industrial Processes and Product Use,Other Product Manufacture and Use,,0,Mt
2020,Quebec,Upstream Oil and Gas,Industrial Processes and Product Use,Total,,0,Mt
2020,Quebec,Upstream Oil and Gas,Agriculture,Manure Management,,0,Mt
2020,Quebec,Upstream Oil and Gas,Agriculture,Enteric Fermentation,,0,Mt
2020,Quebec,Upstream Oil and Gas,Agriculture,Agriculture Soils,,0,Mt
2020,Quebec,Upstream Oil and Gas,Agriculture,Total,,0,Mt
2020,Quebec,Upstream Oil and Gas,Waste,Solid Waste Disposal,,0,Mt
2020,Quebec,Upstream Oil and Gas,Waste,Biological Treatment of Solid Waste,,0,Mt
2020,Quebec,Upstream Oil and Gas,Waste,Wastewater Treatment and Discharge,,0,Mt
2020,Quebec,Upstream Oil and Gas,Waste,Incineration and Open Burning of Waste,,0,Mt
2020,Quebec,Upstream Oil and Gas,Waste,Industrial Wood Waste Landfills,,0,Mt
2020,Quebec,Upstream Oil and Gas,Waste,Total,,0,Mt
2020,Quebec,Upstream Oil and Gas,CO2 Captured,Total,,0,Mt
2020,Quebec,Natural Gas Production and Processing,Total,,,0.000285138,Mt
2020,Quebec,Natural Gas Production and Processing,Energy,Stationary Combustion,Stationary,0,Mt
2020,Quebec,Natural Gas Production and Processing,Energy,Stationary Combustion,Electricity,0,Mt
2020,Quebec,Natural Gas Production and Processing,Energy,Stationary Combustion,Steam for Sale,0,Mt
2020,Quebec,Natural Gas Production and Processing,Energy,Transport,,0,Mt
2020,Quebec,Natural Gas Production and Processing,Energy,Fugitive (Unintentional),,0.000285138,Mt
2020,Quebec,Natural Gas Production and Processing,Energy,Flaring,,0,Mt
2020,Quebec,Natural Gas Production and Processing,Energy,Venting,,0,Mt
2020,Quebec,Natural Gas Production and Processing,Energy,Total,,0.000285138,Mt
2020,Quebec,Natural Gas Production and Processing,Industrial Processes and Product Use,Mineral Products,,0,Mt
2020,Quebec,Natural Gas Production and Processing,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2020,Quebec,Natural Gas Production and Processing,Industrial Processes and Product Use,Metal Production,,0,Mt
2020,Quebec,Natural Gas Production and Processing,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0,Mt
2020,Quebec,Natural Gas Production and Processing,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0,Mt
2020,Quebec,Natural Gas Production and Processing,Industrial Processes and Product Use,Other Product Manufacture and Use,,0,Mt
2020,Quebec,Natural Gas Production and Processing,Industrial Processes and Product Use,Total,,0,Mt
2020,Quebec,Natural Gas Production and Processing,Agriculture,Manure Management,,0,Mt
2020,Quebec,Natural Gas Production and Processing,Agriculture,Enteric Fermentation,,0,Mt
2020,Quebec,Natural Gas Production and Processing,Agriculture,Agriculture Soils,,0,Mt
2020,Quebec,Natural Gas Production and Processing,Agriculture,Total,,0,Mt
2020,Quebec,Natural Gas Production and Processing,Waste,Solid Waste Disposal,,0,Mt
2020,Quebec,Natural Gas Production and Processing,Waste,Biological Treatment of Solid Waste,,0,Mt
2020,Quebec,Natural Gas Production and Processing,Waste,Wastewater Treatment and Discharge,,0,Mt
2020,Quebec,Natural Gas Production and Processing,Waste,Incineration and Open Burning of Waste,,0,Mt
2020,Quebec,Natural Gas Production and Processing,Waste,Industrial Wood Waste Landfills,,0,Mt
2020,Quebec,Natural Gas Production and Processing,Waste,Total,,0,Mt
2020,Quebec,Natural Gas Production and Processing,CO2 Captured,Total,,0,Mt
2020,Quebec,Conventional Oil Production,Total,,,0,Mt
2020,Quebec,Conventional Oil Production,Energy,Stationary Combustion,Stationary,0,Mt
2020,Quebec,Conventional Oil Production,Energy,Stationary Combustion,Electricity,0,Mt
2020,Quebec,Conventional Oil Production,Energy,Stationary Combustion,Steam for Sale,0,Mt
2020,Quebec,Conventional Oil Production,Energy,Transport,,0,Mt
2020,Quebec,Conventional Oil Production,Energy,Fugitive (Unintentional),,0,Mt
2020,Quebec,Conventional Oil Production,Energy,Flaring,,0,Mt
2020,Quebec,Conventional Oil Production,Energy,Venting,,0,Mt
2020,Quebec,Conventional Oil Production,Energy,Total,,0,Mt
2020,Quebec,Conventional Oil Production,Industrial Processes and Product Use,Mineral Products,,0,Mt
2020,Quebec,Conventional Oil Production,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2020,Quebec,Conventional Oil Production,Industrial Processes and Product Use,Metal Production,,0,Mt
2020,Quebec,Conventional Oil Production,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0,Mt
2020,Quebec,Conventional Oil Production,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0,Mt
2020,Quebec,Conventional Oil Production,Industrial Processes and Product Use,Other Product Manufacture and Use,,0,Mt
2020,Quebec,Conventional Oil Production,Industrial Processes and Product Use,Total,,0,Mt
2020,Quebec,Conventional Oil Production,Agriculture,Manure Management,,0,Mt
2020,Quebec,Conventional Oil Production,Agriculture,Enteric Fermentation,,0,Mt
2020,Quebec,Conventional Oil Production,Agriculture,Agriculture Soils,,0,Mt
2020,Quebec,Conventional Oil Production,Agriculture,Total,,0,Mt
2020,Quebec,Conventional Oil Production,Waste,Solid Waste Disposal,,0,Mt
2020,Quebec,Conventional Oil Production,Waste,Biological Treatment of Solid Waste,,0,Mt
2020,Quebec,Conventional Oil Production,Waste,Wastewater Treatment and Discharge,,0,Mt
2020,Quebec,Conventional Oil Production,Waste,Incineration and Open Burning of Waste,,0,Mt
2020,Quebec,Conventional Oil Production,Waste,Industrial Wood Waste Landfills,,0,Mt
2020,Quebec,Conventional Oil Production,Waste,Total,,0,Mt
2020,Quebec,Conventional Oil Production,CO2 Captured,Total,,0,Mt
2020,Quebec,Conventional Light Oil Production,Total,,,0,Mt
2020,Quebec,Conventional Light Oil Production,Energy,Stationary Combustion,Stationary,0,Mt
2020,Quebec,Conventional Light Oil Production,Energy,Stationary Combustion,Electricity,0,Mt
2020,Quebec,Conventional Light Oil Production,Energy,Stationary Combustion,Steam for Sale,0,Mt
2020,Quebec,Conventional Light Oil Production,Energy,Transport,,0,Mt
2020,Quebec,Conventional Light Oil Production,Energy,Fugitive (Unintentional),,0,Mt
2020,Quebec,Conventional Light Oil Production,Energy,Flaring,,0,Mt
2020,Quebec,Conventional Light Oil Production,Energy,Venting,,0,Mt
2020,Quebec,Conventional Light Oil Production,Energy,Total,,0,Mt
2020,Quebec,Conventional Light Oil Production,Industrial Processes and Product Use,Mineral Products,,0,Mt
2020,Quebec,Conventional Light Oil Production,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2020,Quebec,Conventional Light Oil Production,Industrial Processes and Product Use,Metal Production,,0,Mt
2020,Quebec,Conventional Light Oil Production,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0,Mt
2020,Quebec,Conventional Light Oil Production,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0,Mt
2020,Quebec,Conventional Light Oil Production,Industrial Processes and Product Use,Other Product Manufacture and Use,,0,Mt
2020,Quebec,Conventional Light Oil Production,Industrial Processes and Product Use,Total,,0,Mt
2020,Quebec,Conventional Light Oil Production,Agriculture,Manure Management,,0,Mt
2020,Quebec,Conventional Light Oil Production,Agriculture,Enteric Fermentation,,0,Mt
2020,Quebec,Conventional Light Oil Production,Agriculture,Agriculture Soils,,0,Mt
2020,Quebec,Conventional Light Oil Production,Agriculture,Total,,0,Mt
2020,Quebec,Conventional Light Oil Production,Waste,Solid Waste Disposal,,0,Mt
2020,Quebec,Conventional Light Oil Production,Waste,Biological Treatment of Solid Waste,,0,Mt
2020,Quebec,Conventional Light Oil Production,Waste,Wastewater Treatment and Discharge,,0,Mt
2020,Quebec,Conventional Light Oil Production,Waste,Incineration and Open Burning of Waste,,0,Mt
2020,Quebec,Conventional Light Oil Production,Waste,Industrial Wood Waste Landfills,,0,Mt
2020,Quebec,Conventional Light Oil Production,Waste,Total,,0,Mt
2020,Quebec,Conventional Light Oil Production,CO2 Captured,Total,,0,Mt
2020,Quebec,Conventional Heavy Oil Production,Total,,,0,Mt
2020,Quebec,Conventional Heavy Oil Production,Energy,Stationary Combustion,Stationary,0,Mt
2020,Quebec,Conventional Heavy Oil Production,Energy,Stationary Combustion,Electricity,0,Mt
2020,Quebec,Conventional Heavy Oil Production,Energy,Stationary Combustion,Steam for Sale,0,Mt
2020,Quebec,Conventional Heavy Oil Production,Energy,Transport,,0,Mt
2020,Quebec,Conventional Heavy Oil Production,Energy,Fugitive (Unintentional),,0,Mt
2020,Quebec,Conventional Heavy Oil Production,Energy,Flaring,,0,Mt
2020,Quebec,Conventional Heavy Oil Production,Energy,Venting,,0,Mt
2020,Quebec,Conventional Heavy Oil Production,Energy,Total,,0,Mt
2020,Quebec,Conventional Heavy Oil Production,Industrial Processes and Product Use,Mineral Products,,0,Mt
2020,Quebec,Conventional Heavy Oil Production,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2020,Quebec,Conventional Heavy Oil Production,Industrial Processes and Product Use,Metal Production,,0,Mt
2020,Quebec,Conventional Heavy Oil Production,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0,Mt
2020,Quebec,Conventional Heavy Oil Production,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0,Mt
2020,Quebec,Conventional Heavy Oil Production,Industrial Processes and Product Use,Other Product Manufacture and Use,,0,Mt
2020,Quebec,Conventional Heavy Oil Production,Industrial Processes and Product Use,Total,,0,Mt
2020,Quebec,Conventional Heavy Oil Production,Agriculture,Manure Management,,0,Mt
2020,Quebec,Conventional Heavy Oil Production,Agriculture,Enteric Fermentation,,0,Mt
2020,Quebec,Conventional Heavy Oil Production,Agriculture,Agriculture Soils,,0,Mt
2020,Quebec,Conventional Heavy Oil Production,Agriculture,Total,,0,Mt
2020,Quebec,Conventional Heavy Oil Production,Waste,Solid Waste Disposal,,0,Mt
2020,Quebec,Conventional Heavy Oil Production,Waste,Biological Treatment of Solid Waste,,0,Mt
2020,Quebec,Conventional Heavy Oil Production,Waste,Wastewater Treatment and Discharge,,0,Mt
2020,Quebec,Conventional Heavy Oil Production,Waste,Incineration and Open Burning of Waste,,0,Mt
2020,Quebec,Conventional Heavy Oil Production,Waste,Industrial Wood Waste Landfills,,0,Mt
2020,Quebec,Conventional Heavy Oil Production,Waste,Total,,0,Mt
2020,Quebec,Conventional Heavy Oil Production,CO2 Captured,Total,,0,Mt
2020,Quebec,Frontier Oil Production,Total,,,0,Mt
2020,Quebec,Frontier Oil Production,Energy,Stationary Combustion,Stationary,0,Mt
2020,Quebec,Frontier Oil Production,Energy,Stationary Combustion,Electricity,0,Mt
2020,Quebec,Frontier Oil Production,Energy,Stationary Combustion,Steam for Sale,0,Mt
2020,Quebec,Frontier Oil Production,Energy,Transport,,0,Mt
2020,Quebec,Frontier Oil Production,Energy,Fugitive (Unintentional),,0,Mt
2020,Quebec,Frontier Oil Production,Energy,Flaring,,0,Mt
2020,Quebec,Frontier Oil Production,Energy,Venting,,0,Mt
2020,Quebec,Frontier Oil Production,Energy,Total,,0,Mt
2020,Quebec,Frontier Oil Production,Industrial Processes and Product Use,Mineral Products,,0,Mt
2020,Quebec,Frontier Oil Production,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2020,Quebec,Frontier Oil Production,Industrial Processes and Product Use,Metal Production,,0,Mt
2020,Quebec,Frontier Oil Production,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0,Mt
2020,Quebec,Frontier Oil Production,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0,Mt
2020,Quebec,Frontier Oil Production,Industrial Processes and Product Use,Other Product Manufacture and Use,,0,Mt
2020,Quebec,Frontier Oil Production,Industrial Processes and Product Use,Total,,0,Mt
2020,Quebec,Frontier Oil Production,Agriculture,Manure Management,,0,Mt
2020,Quebec,Frontier Oil Production,Agriculture,Enteric Fermentation,,0,Mt
2020,Quebec,Frontier Oil Production,Agriculture,Agriculture Soils,,0,Mt
2020,Quebec,Frontier Oil Production,Agriculture,Total,,0,Mt
2020,Quebec,Frontier Oil Production,Waste,Solid Waste Disposal,,0,Mt
2020,Quebec,Frontier Oil Production,Waste,Biological Treatment of Solid Waste,,0,Mt
2020,Quebec,Frontier Oil Production,Waste,Wastewater Treatment and Discharge,,0,Mt
2020,Quebec,Frontier Oil Production,Waste,Incineration and Open Burning of Waste,,0,Mt
2020,Quebec,Frontier Oil Production,Waste,Industrial Wood Waste Landfills,,0,Mt
2020,Quebec,Frontier Oil Production,Waste,Total,,0,Mt
2020,Quebec,Frontier Oil Production,CO2 Captured,Total,,0,Mt
2020,Quebec,"Oil Sands (Mining, In-Situ, Upgrading)",Total,,,0,Mt
