Year,Region,Economic Category,National Inventory Category,National Inventory Sub-category,National Inventory Sub-sub-category,CO2eq,Unit
2010,Alberta,Iron and Steel,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0,Mt
2010,Alberta,Iron and Steel,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0.0246873,Mt
2010,Alberta,Iron and Steel,Industrial Processes and Product Use,Other Product Manufacture and Use,,0,Mt
2010,Alberta,Iron and Steel,Industrial Processes and Product Use,Total,,0.0246873,Mt
2010,Alberta,Iron and Steel,Agriculture,Manure Management,,0,Mt
2010,Alberta,Iron and Steel,Agriculture,Enteric Fermentation,,0,Mt
2010,Alberta,Iron and Steel,Agriculture,Agriculture Soils,,0,Mt
2010,Alberta,Iron and Steel,Agriculture,Total,,0,Mt
2010,Alberta,Iron and Steel,Waste,Solid Waste Disposal,,0,Mt
2010,Alberta,Iron and Steel,Waste,Biological Treatment of Solid Waste,,0,Mt
2010,Alberta,Iron and Steel,Waste,Wastewater Treatment and Discharge,,0,Mt
2010,Alberta,Iron and Steel,Waste,Incineration and Open Burning of Waste,,0,Mt
2010,Alberta,Iron and Steel,Waste,Industrial Wood Waste Landfills,,0,Mt
2010,Alberta,Iron and Steel,Waste,Total,,0,Mt
2010,Alberta,Iron and Steel,CO2 Captured,Total,,0,Mt
2010,Alberta,Cement,Total,,,1.647758113,Mt
2010,Alberta,Cement,Energy,Stationary Combustion,Stationary,0.741485943,Mt
2010,Alberta,Cement,Energy,Stationary Combustion,Electricity,0,Mt
2010,Alberta,Cement,Energy,Stationary Combustion,Steam for Sale,0,Mt
2010,Alberta,Cement,Energy,Transport,,0.003097962,Mt
2010,Alberta,Cement,Energy,Fugitive (Unintentional),,0.000127424,Mt
2010,Alberta,Cement,Energy,Flaring,,0,Mt
2010,Alberta,Cement,Energy,Venting,,0,Mt
2010,Alberta,Cement,Energy,Total,,0.744711329,Mt
2010,Alberta,Cement,Industrial Processes and Product Use,Mineral Products,,0.900967585,Mt
2010,Alberta,Cement,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2010,Alberta,Cement,Industrial Processes and Product Use,Metal Production,,0,Mt
2010,Alberta,Cement,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0,Mt
2010,Alberta,Cement,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0.0020792,Mt
2010,Alberta,Cement,Industrial Processes and Product Use,Other Product Manufacture and Use,,0,Mt
2010,Alberta,Cement,Industrial Processes and Product Use,Total,,0.903046785,Mt
2010,Alberta,Cement,Agriculture,Manure Management,,0,Mt
2010,Alberta,Cement,Agriculture,Enteric Fermentation,,0,Mt
2010,Alberta,Cement,Agriculture,Agriculture Soils,,0,Mt
2010,Alberta,Cement,Agriculture,Total,,0,Mt
2010,Alberta,Cement,Waste,Solid Waste Disposal,,0,Mt
2010,Alberta,Cement,Waste,Biological Treatment of Solid Waste,,0,Mt
2010,Alberta,Cement,Waste,Wastewater Treatment and Discharge,,0,Mt
2010,Alberta,Cement,Waste,Incineration and Open Burning of Waste,,0,Mt
2010,Alberta,Cement,Waste,Industrial Wood Waste Landfills,,0,Mt
2010,Alberta,Cement,Waste,Total,,0,Mt
2010,Alberta,Cement,CO2 Captured,Total,,0,Mt
2010,Alberta,Lime and Gypsum,Total,,,0.219504867,Mt
2010,Alberta,Lime and Gypsum,Energy,Stationary Combustion,Stationary,0.119587494,Mt
2010,Alberta,Lime and Gypsum,Energy,Stationary Combustion,Electricity,0,Mt
2010,Alberta,Lime and Gypsum,Energy,Stationary Combustion,Steam for Sale,0,Mt
2010,Alberta,Lime and Gypsum,Energy,Transport,,0.002019542,Mt
2010,Alberta,Lime and Gypsum,Energy,Fugitive (Unintentional),,0.000325665,Mt
2010,Alberta,Lime and Gypsum,Energy,Flaring,,0,Mt
2010,Alberta,Lime and Gypsum,Energy,Venting,,0,Mt
2010,Alberta,Lime and Gypsum,Energy,Total,,0.121932701,Mt
2010,Alberta,Lime and Gypsum,Industrial Processes and Product Use,Mineral Products,,0.095492966,Mt
2010,Alberta,Lime and Gypsum,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2010,Alberta,Lime and Gypsum,Industrial Processes and Product Use,Metal Production,,0,Mt
2010,Alberta,Lime and Gypsum,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0,Mt
2010,Alberta,Lime and Gypsum,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0.0020792,Mt
2010,Alberta,Lime and Gypsum,Industrial Processes and Product Use,Other Product Manufacture and Use,,0,Mt
2010,Alberta,Lime and Gypsum,Industrial Processes and Product Use,Total,,0.097572166,Mt
2010,Alberta,Lime and Gypsum,Agriculture,Manure Management,,0,Mt
2010,Alberta,Lime and Gypsum,Agriculture,Enteric Fermentation,,0,Mt
2010,Alberta,Lime and Gypsum,Agriculture,Agriculture Soils,,0,Mt
2010,Alberta,Lime and Gypsum,Agriculture,Total,,0,Mt
2010,Alberta,Lime and Gypsum,Waste,Solid Waste Disposal,,0,Mt
2010,Alberta,Lime and Gypsum,Waste,Biological Treatment of Solid Waste,,0,Mt
2010,Alberta,Lime and Gypsum,Waste,Wastewater Treatment and Discharge,,0,Mt
2010,Alberta,Lime and Gypsum,Waste,Incineration and Open Burning of Waste,,0,Mt
2010,Alberta,Lime and Gypsum,Waste,Industrial Wood Waste Landfills,,0,Mt
2010,Alberta,Lime and Gypsum,Waste,Total,,0,Mt
2010,Alberta,Lime and Gypsum,CO2 Captured,Total,,0,Mt
2010,Alberta,Chemicals and Fertilizers,Total,,,12.72944738,Mt
2010,Alberta,Chemicals and Fertilizers,Energy,Stationary Combustion,Stationary,5.755850689,Mt
2010,Alberta,Chemicals and Fertilizers,Energy,Stationary Combustion,Electricity,1.692980018,Mt
2010,Alberta,Chemicals and Fertilizers,Energy,Stationary Combustion,Steam for Sale,0.466159266,Mt
2010,Alberta,Chemicals and Fertilizers,Energy,Transport,,0.00247837,Mt
2010,Alberta,Chemicals and Fertilizers,Energy,Fugitive (Unintentional),,0.044233771,Mt
2010,Alberta,Chemicals and Fertilizers,Energy,Flaring,,0,Mt
2010,Alberta,Chemicals and Fertilizers,Energy,Venting,,0,Mt
2010,Alberta,Chemicals and Fertilizers,Energy,Total,,7.961702113,Mt
2010,Alberta,Chemicals and Fertilizers,Industrial Processes and Product Use,Mineral Products,,0.051992262,Mt
2010,Alberta,Chemicals and Fertilizers,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2010,Alberta,Chemicals and Fertilizers,Industrial Processes and Product Use,Metal Production,,0,Mt
2010,Alberta,Chemicals and Fertilizers,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0.046526383,Mt
2010,Alberta,Chemicals and Fertilizers,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,4.669226626,Mt
2010,Alberta,Chemicals and Fertilizers,Industrial Processes and Product Use,Other Product Manufacture and Use,,0,Mt
2010,Alberta,Chemicals and Fertilizers,Industrial Processes and Product Use,Total,,4.767745271,Mt
2010,Alberta,Chemicals and Fertilizers,Agriculture,Manure Management,,0,Mt
2010,Alberta,Chemicals and Fertilizers,Agriculture,Enteric Fermentation,,0,Mt
2010,Alberta,Chemicals and Fertilizers,Agriculture,Agriculture Soils,,0,Mt
2010,Alberta,Chemicals and Fertilizers,Agriculture,Total,,0,Mt
2010,Alberta,Chemicals and Fertilizers,Waste,Solid Waste Disposal,,0,Mt
2010,Alberta,Chemicals and Fertilizers,Waste,Biological Treatment of Solid Waste,,0,Mt
2010,Alberta,Chemicals and Fertilizers,Waste,Wastewater Treatment and Discharge,,0,Mt
2010,Alberta,Chemicals and Fertilizers,Waste,Incineration and Open Burning of Waste,,0,Mt
2010,Alberta,Chemicals and Fertilizers,Waste,Industrial Wood Waste Landfills,,0,Mt
2010,Alberta,Chemicals and Fertilizers,Waste,Total,,0,Mt
2010,Alberta,Chemicals and Fertilizers,CO2 Captured,Total,,0,Mt
2010,Alberta,Buildings,Total,,,18.02403882,Mt
2010,Alberta,Buildings,Energy,Stationary Combustion,Stationary,13.60864368,Mt
2010,Alberta,Buildings,Energy,Stationary Combustion,Electricity,0.137532729,Mt
2010,Alberta,Buildings,Energy,Stationary Combustion,Steam for Sale,0,Mt
2010,Alberta,Buildings,Energy,Transport,,0,Mt
2010,Alberta,Buildings,Energy,Fugitive (Unintentional),,0.287638159,Mt
2010,Alberta,Buildings,Energy,Flaring,,0,Mt
2010,Alberta,Buildings,Energy,Venting,,0,Mt
2010,Alberta,Buildings,Energy,Total,,14.03381457,Mt
2010,Alberta,Buildings,Industrial Processes and Product Use,Mineral Products,,0,Mt
2010,Alberta,Buildings,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2010,Alberta,Buildings,Industrial Processes and Product Use,Metal Production,,0,Mt
2010,Alberta,Buildings,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0.551665823,Mt
2010,Alberta,Buildings,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,3.414988496,Mt
2010,Alberta,Buildings,Industrial Processes and Product Use,Other Product Manufacture and Use,,0.023569929,Mt
2010,Alberta,Buildings,Industrial Processes and Product Use,Total,,3.990224248,Mt
2010,Alberta,Buildings,Agriculture,Manure Management,,0,Mt
2010,Alberta,Buildings,Agriculture,Enteric Fermentation,,0,Mt
2010,Alberta,Buildings,Agriculture,Agriculture Soils,,0,Mt
2010,Alberta,Buildings,Agriculture,Total,,0,Mt
2010,Alberta,Buildings,Waste,Solid Waste Disposal,,0,Mt
2010,Alberta,Buildings,Waste,Biological Treatment of Solid Waste,,0,Mt
2010,Alberta,Buildings,Waste,Wastewater Treatment and Discharge,,0,Mt
2010,Alberta,Buildings,Waste,Incineration and Open Burning of Waste,,0,Mt
2010,Alberta,Buildings,Waste,Industrial Wood Waste Landfills,,0,Mt
2010,Alberta,Buildings,Waste,Total,,0,Mt
2010,Alberta,Buildings,CO2 Captured,Total,,0,Mt
2010,Alberta,Service Industry,Total,,,9.509503031,Mt
2010,Alberta,Service Industry,Energy,Stationary Combustion,Stationary,5.429624856,Mt
2010,Alberta,Service Industry,Energy,Stationary Combustion,Electricity,0.137532729,Mt
2010,Alberta,Service Industry,Energy,Stationary Combustion,Steam for Sale,0,Mt
2010,Alberta,Service Industry,Energy,Transport,,0,Mt
2010,Alberta,Service Industry,Energy,Fugitive (Unintentional),,0.022476048,Mt
2010,Alberta,Service Industry,Energy,Flaring,,0,Mt
2010,Alberta,Service Industry,Energy,Venting,,0,Mt
2010,Alberta,Service Industry,Energy,Total,,5.589633633,Mt
2010,Alberta,Service Industry,Industrial Processes and Product Use,Mineral Products,,0,Mt
2010,Alberta,Service Industry,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2010,Alberta,Service Industry,Industrial Processes and Product Use,Metal Production,,0,Mt
2010,Alberta,Service Industry,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0.481310974,Mt
2010,Alberta,Service Industry,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,3.414988496,Mt
2010,Alberta,Service Industry,Industrial Processes and Product Use,Other Product Manufacture and Use,,0.023569929,Mt
2010,Alberta,Service Industry,Industrial Processes and Product Use,Total,,3.919869399,Mt
2010,Alberta,Service Industry,Agriculture,Manure Management,,0,Mt
2010,Alberta,Service Industry,Agriculture,Enteric Fermentation,,0,Mt
2010,Alberta,Service Industry,Agriculture,Agriculture Soils,,0,Mt
2010,Alberta,Service Industry,Agriculture,Total,,0,Mt
2010,Alberta,Service Industry,Waste,Solid Waste Disposal,,0,Mt
2010,Alberta,Service Industry,Waste,Biological Treatment of Solid Waste,,0,Mt
2010,Alberta,Service Industry,Waste,Wastewater Treatment and Discharge,,0,Mt
2010,Alberta,Service Industry,Waste,Incineration and Open Burning of Waste,,0,Mt
2010,Alberta,Service Industry,Waste,Industrial Wood Waste Landfills,,0,Mt
2010,Alberta,Service Industry,Waste,Total,,0,Mt
2010,Alberta,Service Industry,CO2 Captured,Total,,0,Mt
2010,Alberta,Residential,Total,,,8.514535786,Mt
2010,Alberta,Residential,Energy,Stationary Combustion,Stationary,8.179018826,Mt
2010,Alberta,Residential,Energy,Stationary Combustion,Electricity,0,Mt
2010,Alberta,Residential,Energy,Stationary Combustion,Steam for Sale,0,Mt
2010,Alberta,Residential,Energy,Transport,,0,Mt
2010,Alberta,Residential,Energy,Fugitive (Unintentional),,0.265162111,Mt
2010,Alberta,Residential,Energy,Flaring,,0,Mt
2010,Alberta,Residential,Energy,Venting,,0,Mt
2010,Alberta,Residential,Energy,Total,,8.444180937,Mt
2010,Alberta,Residential,Industrial Processes and Product Use,Mineral Products,,0,Mt
2010,Alberta,Residential,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2010,Alberta,Residential,Industrial Processes and Product Use,Metal Production,,0,Mt
2010,Alberta,Residential,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0.070354849,Mt
2010,Alberta,Residential,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0,Mt
2010,Alberta,Residential,Industrial Processes and Product Use,Other Product Manufacture and Use,,0,Mt
2010,Alberta,Residential,Industrial Processes and Product Use,Total,,0.070354849,Mt
2010,Alberta,Residential,Agriculture,Manure Management,,0,Mt
2010,Alberta,Residential,Agriculture,Enteric Fermentation,,0,Mt
2010,Alberta,Residential,Agriculture,Agriculture Soils,,0,Mt
2010,Alberta,Residential,Agriculture,Total,,0,Mt
2010,Alberta,Residential,Waste,Solid Waste Disposal,,0,Mt
2010,Alberta,Residential,Waste,Biological Treatment of Solid Waste,,0,Mt
2010,Alberta,Residential,Waste,Wastewater Treatment and Discharge,,0,Mt
2010,Alberta,Residential,Waste,Incineration and Open Burning of Waste,,0,Mt
2010,Alberta,Residential,Waste,Industrial Wood Waste Landfills,,0,Mt
2010,Alberta,Residential,Waste,Total,,0,Mt
2010,Alberta,Residential,CO2 Captured,Total,,0,Mt
2010,Alberta,Agriculture,Total,,,19.08008478,Mt
2010,Alberta,Agriculture,Energy,Stationary Combustion,Stationary,0.342200033,Mt
2010,Alberta,Agriculture,Energy,Stationary Combustion,Electricity,0,Mt
2010,Alberta,Agriculture,Energy,Stationary Combustion,Steam for Sale,0,Mt
2010,Alberta,Agriculture,Energy,Transport,,2.669952538,Mt
2010,Alberta,Agriculture,Energy,Fugitive (Unintentional),,0.000984834,Mt
2010,Alberta,Agriculture,Energy,Flaring,,0,Mt
2010,Alberta,Agriculture,Energy,Venting,,0,Mt
2010,Alberta,Agriculture,Energy,Total,,3.013137405,Mt
2010,Alberta,Agriculture,Industrial Processes and Product Use,Mineral Products,,0,Mt
2010,Alberta,Agriculture,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2010,Alberta,Agriculture,Industrial Processes and Product Use,Metal Production,,0,Mt
2010,Alberta,Agriculture,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0,Mt
2010,Alberta,Agriculture,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0.000226,Mt
2010,Alberta,Agriculture,Industrial Processes and Product Use,Other Product Manufacture and Use,,0,Mt
2010,Alberta,Agriculture,Industrial Processes and Product Use,Total,,0.000226,Mt
2010,Alberta,Agriculture,Agriculture,Manure Management,,1.827474553,Mt
2010,Alberta,Agriculture,Agriculture,Enteric Fermentation,,10.73490903,Mt
2010,Alberta,Agriculture,Agriculture,Agriculture Soils,,3.504337789,Mt
2010,Alberta,Agriculture,Agriculture,Total,,16.06672137,Mt
2010,Alberta,Agriculture,Waste,Solid Waste Disposal,,0,Mt
2010,Alberta,Agriculture,Waste,Biological Treatment of Solid Waste,,0,Mt
2010,Alberta,Agriculture,Waste,Wastewater Treatment and Discharge,,0,Mt
2010,Alberta,Agriculture,Waste,Incineration and Open Burning of Waste,,0,Mt
2010,Alberta,Agriculture,Waste,Industrial Wood Waste Landfills,,0,Mt
2010,Alberta,Agriculture,Waste,Total,,0,Mt
2010,Alberta,Agriculture,CO2 Captured,Total,,0,Mt
2010,Alberta,On Farm Fuel Use,Total,,,3.013363405,Mt
2010,Alberta,On Farm Fuel Use,Energy,Stationary Combustion,Stationary,0.342200033,Mt
2010,Alberta,On Farm Fuel Use,Energy,Stationary Combustion,Electricity,0,Mt
2010,Alberta,On Farm Fuel Use,Energy,Stationary Combustion,Steam for Sale,0,Mt
2010,Alberta,On Farm Fuel Use,Energy,Transport,,2.669952538,Mt
2010,Alberta,On Farm Fuel Use,Energy,Fugitive (Unintentional),,0.000984834,Mt
2010,Alberta,On Farm Fuel Use,Energy,Flaring,,0,Mt
2010,Alberta,On Farm Fuel Use,Energy,Venting,,0,Mt
2010,Alberta,On Farm Fuel Use,Energy,Total,,3.013137405,Mt
2010,Alberta,On Farm Fuel Use,Industrial Processes and Product Use,Mineral Products,,0,Mt
2010,Alberta,On Farm Fuel Use,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2010,Alberta,On Farm Fuel Use,Industrial Processes and Product Use,Metal Production,,0,Mt
2010,Alberta,On Farm Fuel Use,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0,Mt
2010,Alberta,On Farm Fuel Use,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0.000226,Mt
2010,Alberta,On Farm Fuel Use,Industrial Processes and Product Use,Other Product Manufacture and Use,,0,Mt
2010,Alberta,On Farm Fuel Use,Industrial Processes and Product Use,Total,,0.000226,Mt
2010,Alberta,On Farm Fuel Use,Agriculture,Manure Management,,0,Mt
2010,Alberta,On Farm Fuel Use,Agriculture,Enteric Fermentation,,0,Mt
2010,Alberta,On Farm Fuel Use,Agriculture,Agriculture Soils,,0,Mt
2010,Alberta,On Farm Fuel Use,Agriculture,Total,,0,Mt
2010,Alberta,On Farm Fuel Use,Waste,Solid Waste Disposal,,0,Mt
2010,Alberta,On Farm Fuel Use,Waste,Biological Treatment of Solid Waste,,0,Mt
2010,Alberta,On Farm Fuel Use,Waste,Wastewater Treatment and Discharge,,0,Mt
2010,Alberta,On Farm Fuel Use,Waste,Incineration and Open Burning of Waste,,0,Mt
2010,Alberta,On Farm Fuel Use,Waste,Industrial Wood Waste Landfills,,0,Mt
2010,Alberta,On Farm Fuel Use,Waste,Total,,0,Mt
2010,Alberta,On Farm Fuel Use,CO2 Captured,Total,,0,Mt
2010,Alberta,Crop Production,Total,,,3.098043077,Mt
2010,Alberta,Crop Production,Energy,Stationary Combustion,Stationary,0,Mt
2010,Alberta,Crop Production,Energy,Stationary Combustion,Electricity,0,Mt
2010,Alberta,Crop Production,Energy,Stationary Combustion,Steam for Sale,0,Mt
2010,Alberta,Crop Production,Energy,Transport,,0,Mt
2010,Alberta,Crop Production,Energy,Fugitive (Unintentional),,0,Mt
2010,Alberta,Crop Production,Energy,Flaring,,0,Mt
2010,Alberta,Crop Production,Energy,Venting,,0,Mt
2010,Alberta,Crop Production,Energy,Total,,0,Mt
2010,Alberta,Crop Production,Industrial Processes and Product Use,Mineral Products,,0,Mt
2010,Alberta,Crop Production,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2010,Alberta,Crop Production,Industrial Processes and Product Use,Metal Production,,0,Mt
2010,Alberta,Crop Production,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0,Mt
2010,Alberta,Crop Production,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0,Mt
2010,Alberta,Crop Production,Industrial Processes and Product Use,Other Product Manufacture and Use,,0,Mt
2010,Alberta,Crop Production,Industrial Processes and Product Use,Total,,0,Mt
2010,Alberta,Crop Production,Agriculture,Manure Management,,0,Mt
2010,Alberta,Crop Production,Agriculture,Enteric Fermentation,,0,Mt
2010,Alberta,Crop Production,Agriculture,Agriculture Soils,,3.098043077,Mt
2010,Alberta,Crop Production,Agriculture,Total,,3.098043077,Mt
2010,Alberta,Crop Production,Waste,Solid Waste Disposal,,0,Mt
2010,Alberta,Crop Production,Waste,Biological Treatment of Solid Waste,,0,Mt
2010,Alberta,Crop Production,Waste,Wastewater Treatment and Discharge,,0,Mt
2010,Alberta,Crop Production,Waste,Incineration and Open Burning of Waste,,0,Mt
2010,Alberta,Crop Production,Waste,Industrial Wood Waste Landfills,,0,Mt
2010,Alberta,Crop Production,Waste,Total,,0,Mt
2010,Alberta,Crop Production,CO2 Captured,Total,,0,Mt
2010,Alberta,Animal Production,Total,,,12.9686783,Mt
2010,Alberta,Animal Production,Energy,Stationary Combustion,Stationary,0,Mt
2010,Alberta,Animal Production,Energy,Stationary Combustion,Electricity,0,Mt
2010,Alberta,Animal Production,Energy,Stationary Combustion,Steam for Sale,0,Mt
2010,Alberta,Animal Production,Energy,Transport,,0,Mt
2010,Alberta,Animal Production,Energy,Fugitive (Unintentional),,0,Mt
2010,Alberta,Animal Production,Energy,Flaring,,0,Mt
2010,Alberta,Animal Production,Energy,Venting,,0,Mt
2010,Alberta,Animal Production,Energy,Total,,0,Mt
2010,Alberta,Animal Production,Industrial Processes and Product Use,Mineral Products,,0,Mt
2010,Alberta,Animal Production,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2010,Alberta,Animal Production,Industrial Processes and Product Use,Metal Production,,0,Mt
2010,Alberta,Animal Production,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0,Mt
2010,Alberta,Animal Production,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0,Mt
2010,Alberta,Animal Production,Industrial Processes and Product Use,Other Product Manufacture and Use,,0,Mt
2010,Alberta,Animal Production,Industrial Processes and Product Use,Total,,0,Mt
2010,Alberta,Animal Production,Agriculture,Manure Management,,1.827474553,Mt
2010,Alberta,Animal Production,Agriculture,Enteric Fermentation,,10.73490903,Mt
2010,Alberta,Animal Production,Agriculture,Agriculture Soils,,0.406294713,Mt
2010,Alberta,Animal Production,Agriculture,Total,,12.9686783,Mt
2010,Alberta,Animal Production,Waste,Solid Waste Disposal,,0,Mt
2010,Alberta,Animal Production,Waste,Biological Treatment of Solid Waste,,0,Mt
2010,Alberta,Animal Production,Waste,Wastewater Treatment and Discharge,,0,Mt
2010,Alberta,Animal Production,Waste,Incineration and Open Burning of Waste,,0,Mt
2010,Alberta,Animal Production,Waste,Industrial Wood Waste Landfills,,0,Mt
2010,Alberta,Animal Production,Waste,Total,,0,Mt
2010,Alberta,Animal Production,CO2 Captured,Total,,0,Mt
2010,Alberta,Waste,Total,,,3.624300393,Mt
2010,Alberta,Waste,Energy,Stationary Combustion,Stationary,0,Mt
2010,Alberta,Waste,Energy,Stationary Combustion,Electricity,0,Mt
2010,Alberta,Waste,Energy,Stationary Combustion,Steam for Sale,0,Mt
2010,Alberta,Waste,Energy,Transport,,0,Mt
2010,Alberta,Waste,Energy,Fugitive (Unintentional),,0,Mt
2010,Alberta,Waste,Energy,Flaring,,0,Mt
2010,Alberta,Waste,Energy,Venting,,0,Mt
2010,Alberta,Waste,Energy,Total,,0,Mt
2010,Alberta,Waste,Industrial Processes and Product Use,Mineral Products,,0,Mt
2010,Alberta,Waste,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2010,Alberta,Waste,Industrial Processes and Product Use,Metal Production,,0,Mt
2010,Alberta,Waste,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0,Mt
2010,Alberta,Waste,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0,Mt
2010,Alberta,Waste,Industrial Processes and Product Use,Other Product Manufacture and Use,,0,Mt
2010,Alberta,Waste,Industrial Processes and Product Use,Total,,0,Mt
2010,Alberta,Waste,Agriculture,Manure Management,,0,Mt
2010,Alberta,Waste,Agriculture,Enteric Fermentation,,0,Mt
2010,Alberta,Waste,Agriculture,Agriculture Soils,,0,Mt
2010,Alberta,Waste,Agriculture,Total,,0,Mt
2010,Alberta,Waste,Waste,Solid Waste Disposal,,2.949054886,Mt
2010,Alberta,Waste,Waste,Biological Treatment of Solid Waste,,0.02396161,Mt
2010,Alberta,Waste,Waste,Wastewater Treatment and Discharge,,0.532672067,Mt
2010,Alberta,Waste,Waste,Incineration and Open Burning of Waste,,0.010212203,Mt
2010,Alberta,Waste,Waste,Industrial Wood Waste Landfills,,0.108399627,Mt
2010,Alberta,Waste,Waste,Total,,3.624300393,Mt
2010,Alberta,Waste,CO2 Captured,Total,,0,Mt
2010,Alberta,Solid Waste,Total,,,3.081416123,Mt
2010,Alberta,Solid Waste,Energy,Stationary Combustion,Stationary,0,Mt
2010,Alberta,Solid Waste,Energy,Stationary Combustion,Electricity,0,Mt
2010,Alberta,Solid Waste,Energy,Stationary Combustion,Steam for Sale,0,Mt
2010,Alberta,Solid Waste,Energy,Transport,,0,Mt
2010,Alberta,Solid Waste,Energy,Fugitive (Unintentional),,0,Mt
2010,Alberta,Solid Waste,Energy,Flaring,,0,Mt
2010,Alberta,Solid Waste,Energy,Venting,,0,Mt
2010,Alberta,Solid Waste,Energy,Total,,0,Mt
2010,Alberta,Solid Waste,Industrial Processes and Product Use,Mineral Products,,0,Mt
2010,Alberta,Solid Waste,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2010,Alberta,Solid Waste,Industrial Processes and Product Use,Metal Production,,0,Mt
2010,Alberta,Solid Waste,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0,Mt
2010,Alberta,Solid Waste,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0,Mt
2010,Alberta,Solid Waste,Industrial Processes and Product Use,Other Product Manufacture and Use,,0,Mt
2010,Alberta,Solid Waste,Industrial Processes and Product Use,Total,,0,Mt
2010,Alberta,Solid Waste,Agriculture,Manure Management,,0,Mt
2010,Alberta,Solid Waste,Agriculture,Enteric Fermentation,,0,Mt
2010,Alberta,Solid Waste,Agriculture,Agriculture Soils,,0,Mt
2010,Alberta,Solid Waste,Agriculture,Total,,0,Mt
2010,Alberta,Solid Waste,Waste,Solid Waste Disposal,,2.949054886,Mt
2010,Alberta,Solid Waste,Waste,Biological Treatment of Solid Waste,,0.02396161,Mt
2010,Alberta,Solid Waste,Waste,Wastewater Treatment and Discharge,,0,Mt
2010,Alberta,Solid Waste,Waste,Incineration and Open Burning of Waste,,0,Mt
2010,Alberta,Solid Waste,Waste,Industrial Wood Waste Landfills,,0.108399627,Mt
2010,Alberta,Solid Waste,Waste,Total,,3.081416123,Mt
2010,Alberta,Solid Waste,CO2 Captured,Total,,0,Mt
2010,Alberta,Wastewater,Total,,,0.532672067,Mt
2010,Alberta,Wastewater,Energy,Stationary Combustion,Stationary,0,Mt
2010,Alberta,Wastewater,Energy,Stationary Combustion,Electricity,0,Mt
2010,Alberta,Wastewater,Energy,Stationary Combustion,Steam for Sale,0,Mt
2010,Alberta,Wastewater,Energy,Transport,,0,Mt
2010,Alberta,Wastewater,Energy,Fugitive (Unintentional),,0,Mt
2010,Alberta,Wastewater,Energy,Flaring,,0,Mt
2010,Alberta,Wastewater,Energy,Venting,,0,Mt
2010,Alberta,Wastewater,Energy,Total,,0,Mt
2010,Alberta,Wastewater,Industrial Processes and Product Use,Mineral Products,,0,Mt
2010,Alberta,Wastewater,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2010,Alberta,Wastewater,Industrial Processes and Product Use,Metal Production,,0,Mt
2010,Alberta,Wastewater,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0,Mt
2010,Alberta,Wastewater,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0,Mt
2010,Alberta,Wastewater,Industrial Processes and Product Use,Other Product Manufacture and Use,,0,Mt
2010,Alberta,Wastewater,Industrial Processes and Product Use,Total,,0,Mt
