"REF_DATE","GEO","DGUID","Coal and coke, components","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1975-10","Canada","","Subbituminous","Tonnes","288","thousands","3","v195","1.3","533","","","","0"
"1975-10","Canada","","Lignite","Tonnes","288","thousands","3","v196","1.4","285","","","","0"
"1975-10","Canada","","Landed imports of coal","Tonnes","288","thousands","3","v197","1.5","1874","","","t","0"
"1975-10","Canada","","Coal made available for consumption","Tonnes","288","thousands","3","v199","1.7","2836","","","t","0"
"1975-10","Canada","","Coke production","Tonnes","288","thousands","3","v200","1.8","474","","","","0"
"1975-10","Nova Scotia","","Total coal production, all types","Tonnes","288","thousands","3","v188","2.1","122","","","","0"
"1975-10","New Brunswick","","Total coal production, all types","Tonnes","288","thousands","3","v189","3.1","35","","","","0"
"1975-10","Saskatchewan","","Total coal production, all types","Tonnes","288","thousands","3","v190","4.1","285","","","","0"
"1975-10","Alberta","","Total coal production, all types","Tonnes","288","thousands","3","v191","5.1","943","","","","0"
"1975-10","British Columbia","","Total coal production, all types","Tonnes","288","thousands","3","v192","6.1","904","","","","0"
"1975-11","Canada","","Total coal production, all types","Tonnes","288","thousands","3","v187","1.1","2179","","","","0"
"1975-11","Canada","","Bituminous","Tonnes","288","thousands","3","v194","1.2","1331","","","","0"
"1975-11","Canada","","Subbituminous","Tonnes","288","thousands","3","v195","1.3","542","","","","0"
"1975-11","Canada","","Lignite","Tonnes","288","thousands","3","v196","1.4","307","","","","0"
"1975-11","Canada","","Landed imports of coal","Tonnes","288","thousands","3","v197","1.5","1636","","","t","0"
"1975-11","Canada","","Coal made available for consumption","Tonnes","288","thousands","3","v199","1.7","3140","","","t","0"
"1975-11","Canada","","Coke production","Tonnes","288","thousands","3","v200","1.8","454","","","","0"
"1975-11","Nova Scotia","","Total coal production, all types","Tonnes","288","thousands","3","v188","2.1","147","","","","0"
"1975-11","New Brunswick","","Total coal production, all types","Tonnes","288","thousands","3","v189","3.1","24","","","","0"
"1975-11","Saskatchewan","","Total coal production, all types","Tonnes","288","thousands","3","v190","4.1","307","","","","0"
"1975-11","Alberta","","Total coal production, all types","Tonnes","288","thousands","3","v191","5.1","887","","","","0"
"1975-11","British Columbia","","Total coal production, all types","Tonnes","288","thousands","3","v192","6.1","814","","","","0"
"1975-12","Canada","","Total coal production, all types","Tonnes","288","thousands","3","v187","1.1","2330","","","","0"
"1975-12","Canada","","Bituminous","Tonnes","288","thousands","3","v194","1.2","1268","","","","0"
"1975-12","Canada","","Subbituminous","Tonnes","288","thousands","3","v195","1.3","624","","","","0"
"1975-12","Canada","","Lignite","Tonnes","288","thousands","3","v196","1.4","438","","","","0"
"1975-12","Canada","","Landed imports of coal","Tonnes","288","thousands","3","v197","1.5","1765","","","t","0"
"1975-12","Canada","","Coal made available for consumption","Tonnes","288","thousands","3","v199","1.7","2966","","","t","0"
"1975-12","Canada","","Coke production","Tonnes","288","thousands","3","v200","1.8","460","","","","0"
"1975-12","Nova Scotia","","Total coal production, all types","Tonnes","288","thousands","3","v188","2.1","112","","","","0"
"1975-12","New Brunswick","","Total coal production, all types","Tonnes","288","thousands","3","v189","3.1","36","","","","0"
"1975-12","Saskatchewan","","Total coal production, all types","Tonnes","288","thousands","3","v190","4.1","438","","","","0"
"1975-12","Alberta","","Total coal production, all types","Tonnes","288","thousands","3","v191","5.1","1019","","","","0"
"1975-12","British Columbia","","Total coal production, all types","Tonnes","288","thousands","3","v192","6.1","725","","","","0"
"1976-01","Canada","","Total coal production, all types","Tonnes","288","thousands","3","v187","1.1","2285","","","","0"
"1976-01","Canada","","Bituminous","Tonnes","288","thousands","3","v194","1.2","1199","","","","0"
"1976-01","Canada","","Subbituminous","Tonnes","288","thousands","3","v195","1.3","603","","","","0"
"1976-01","Canada","","Lignite","Tonnes","288","thousands","3","v196","1.4","483","","","","0"
"1976-01","Canada","","Landed imports of coal","Tonnes","288","thousands","3","v197","1.5","313","","","t","0"
"1976-01","Canada","","Coal made available for consumption","Tonnes","288","thousands","3","v199","1.7","1480","","","t","0"
"1976-01","Canada","","Coke production","Tonnes","288","thousands","3","v200","1.8","428","","","","0"
"1976-01","Nova Scotia","","Total coal production, all types","Tonnes","288","thousands","3","v188","2.1","146","","","","0"
"1976-01","New Brunswick","","Total coal production, all types","Tonnes","288","thousands","3","v189","3.1","32","","","","0"
"1976-01","Saskatchewan","","Total coal production, all types","Tonnes","288","thousands","3","v190","4.1","483","","","","0"
"1976-01","Alberta","","Total coal production, all types","Tonnes","288","thousands","3","v191","5.1","919","","","","0"
"1976-01","British Columbia","","Total coal production, all types","Tonnes","288","thousands","3","v192","6.1","706","","","","0"
"1976-02","Canada","","Total coal production, all types","Tonnes","288","thousands","3","v187","1.1","2258","","","","0"
"1976-02","Canada","","Bituminous","Tonnes","288","thousands","3","v194","1.2","1276","","","","0"
"1976-02","Canada","","Subbituminous","Tonnes","288","thousands","3","v195","1.3","576","","","","0"
"1976-02","Canada","","Lignite","Tonnes","288","thousands","3","v196","1.4","406","","","","0"
"1976-02","Canada","","Landed imports of coal","Tonnes","288","thousands","3","v197","1.5","11","","","t","0"
"1976-02","Canada","","Coal made available for consumption","Tonnes","288","thousands","3","v199","1.7","1057","","","t","0"
"1976-02","Canada","","Coke production","Tonnes","288","thousands","3","v200","1.8","407","","","","0"
"1976-02","Nova Scotia","","Total coal production, all types","Tonnes","288","thousands","3","v188","2.1","151","","","","0"
"1976-02","New Brunswick","","Total coal production, all types","Tonnes","288","thousands","3","v189","3.1","29","","","","0"
"1976-02","Saskatchewan","","Total coal production, all types","Tonnes","288","thousands","3","v190","4.1","406","","","","0"
"1976-02","Alberta","","Total coal production, all types","Tonnes","288","thousands","3","v191","5.1","924","","","","0"
"1976-02","British Columbia","","Total coal production, all types","Tonnes","288","thousands","3","v192","6.1","748","","","","0"
"1976-03","Canada","","Total coal production, all types","Tonnes","288","thousands","3","v187","1.1","2428","","","","0"
"1976-03","Canada","","Bituminous","Tonnes","288","thousands","3","v194","1.2","1483","","","","0"
"1976-03","Canada","","Subbituminous","Tonnes","288","thousands","3","v195","1.3","593","","","","0"
"1976-03","Canada","","Lignite","Tonnes","288","thousands","3","v196","1.4","351","","","","0"
"1976-03","Canada","","Landed imports of coal","Tonnes","288","thousands","3","v197","1.5","53","","","t","0"
"1976-03","Canada","","Coal made available for consumption","Tonnes","288","thousands","3","v199","1.7","1796","","","t","0"
"1976-03","Canada","","Coke production","Tonnes","288","thousands","3","v200","1.8","426","","","","0"
"1976-03","Nova Scotia","","Total coal production, all types","Tonnes","288","thousands","3","v188","2.1","150","","","","0"
"1976-03","New Brunswick","","Total coal production, all types","Tonnes","288","thousands","3","v189","3.1","27","","","","0"
"1976-03","Saskatchewan","","Total coal production, all types","Tonnes","288","thousands","3","v190","4.1","351","","","","0"
"1976-03","Alberta","","Total coal production, all types","Tonnes","288","thousands","3","v191","5.1","1043","","","","0"
"1976-03","British Columbia","","Total coal production, all types","Tonnes","288","thousands","3","v192","6.1","856","","","","0"
"1976-04","Canada","","Total coal production, all types","Tonnes","288","thousands","3","v187","1.1","2052","","","","0"
"1976-04","Canada","","Bituminous","Tonnes","288","thousands","3","v194","1.2","1298","","","","0"
"1976-04","Canada","","Subbituminous","Tonnes","288","thousands","3","v195","1.3","496","","","","0"
"1976-04","Canada","","Lignite","Tonnes","288","thousands","3","v196","1.4","258","","","","0"
"1976-04","Canada","","Landed imports of coal","Tonnes","288","thousands","3","v197","1.5","1701","","","t","0"
"1976-04","Canada","","Coal made available for consumption","Tonnes","288","thousands","3","v199","1.7","2450","","","t","0"
"1976-04","Canada","","Coke production","Tonnes","288","thousands","3","v200","1.8","440","","","","0"
"1976-04","Nova Scotia","","Total coal production, all types","Tonnes","288","thousands","3","v188","2.1","125","","","","0"
"1976-04","New Brunswick","","Total coal production, all types","Tonnes","288","thousands","3","v189","3.1","26","","","","0"
"1976-04","Saskatchewan","","Total coal production, all types","Tonnes","288","thousands","3","v190","4.1","258","","","","0"
"1976-04","Alberta","","Total coal production, all types","Tonnes","288","thousands","3","v191","5.1","875","","","","0"
"1976-04","British Columbia","","Total coal production, all types","Tonnes","288","thousands","3","v192","6.1","767","","","","0"
"1976-05","Canada","","Total coal production, all types","Tonnes","288","thousands","3","v187","1.1","1758","","","","0"
"1976-05","Canada","","Bituminous","Tonnes","288","thousands","3","v194","1.2","1041","","","","0"
"1976-05","Canada","","Subbituminous","Tonnes","288","thousands","3","v195","1.3","419","","","","0"
"1976-05","Canada","","Lignite","Tonnes","288","thousands","3","v196","1.4","298","","","","0"
"1976-05","Canada","","Landed imports of coal","Tonnes","288","thousands","3","v197","1.5","1907","","","t","0"
"1976-05","Canada","","Coal made available for consumption","Tonnes","288","thousands","3","v199","1.7","2470","","","t","0"
"1976-05","Canada","","Coke production","Tonnes","288","thousands","3","v200","1.8","454","","","","0"
"1976-05","Nova Scotia","","Total coal production, all types","Tonnes","288","thousands","3","v188","2.1","227","","","","0"
"1976-05","New Brunswick","","Total coal production, all types","Tonnes","288","thousands","3","v189","3.1","25","","","","0"
"1976-05","Saskatchewan","","Total coal production, all types","Tonnes","288","thousands","3","v190","4.1","298","","","","0"
"1976-05","Alberta","","Total coal production, all types","Tonnes","288","thousands","3","v191","5.1","863","","","","0"
"1976-05","British Columbia","","Total coal production, all types","Tonnes","288","thousands","3","v192","6.1","346","","","","0"
"1976-06","Canada","","Total coal production, all types","Tonnes","288","thousands","3","v187","1.1","1312","","","","0"
"1976-06","Canada","","Bituminous","Tonnes","288","thousands","3","v194","1.2","702","","","","0"
"1976-06","Canada","","Subbituminous","Tonnes","288","thousands","3","v195","1.3","374","","","","0"
"1976-06","Canada","","Lignite","Tonnes","288","thousands","3","v196","1.4","236","","","","0"
"1976-06","Canada","","Landed imports of coal","Tonnes","288","thousands","3","v197","1.5","2343","","","t","0"
"1976-06","Canada","","Coal made available for consumption","Tonnes","288","thousands","3","v199","1.7","2405","","","t","0"
"1976-06","Canada","","Coke production","Tonnes","288","thousands","3","v200","1.8","416","","","","0"
"1976-06","Nova Scotia","","Total coal production, all types","Tonnes","288","thousands","3","v188","2.1","184","","","","0"
"1976-06","New Brunswick","","Total coal production, all types","Tonnes","288","thousands","3","v189","3.1","28","","","","0"
"1976-06","Saskatchewan","","Total coal production, all types","Tonnes","288","thousands","3","v190","4.1","236","","","","0"
"1976-06","Alberta","","Total coal production, all types","Tonnes","288","thousands","3","v191","5.1","794","","","","0"
"1976-06","British Columbia","","Total coal production, all types","Tonnes","288","thousands","3","v192","6.1","70","","","","0"
"1976-07","Canada","","Total coal production, all types","Tonnes","288","thousands","3","v187","1.1","1578","","","","0"
"1976-07","Canada","","Bituminous","Tonnes","288","thousands","3","v194","1.2","912","","","","0"
"1976-07","Canada","","Subbituminous","Tonnes","288","thousands","3","v195","1.3","528","","","","0"
"1976-07","Canada","","Lignite","Tonnes","288","thousands","3","v196","1.4","138","","","","0"
"1976-07","Canada","","Landed imports of coal","Tonnes","288","thousands","3","v197","1.5","1244","","","t","0"
"1976-07","Canada","","Coal made available for consumption","Tonnes","288","thousands","3","v199","1.7","2181","","","t","0"
"1976-07","Canada","","Coke production","Tonnes","288","thousands","3","v200","1.8","456","","","","0"
"1976-07","Nova Scotia","","Total coal production, all types","Tonnes","288","thousands","3","v188","2.1","212","","","","0"
"1976-07","New Brunswick","","Total coal production, all types","Tonnes","288","thousands","3","v189","3.1","13","","","","0"
"1976-07","Saskatchewan","","Total coal production, all types","Tonnes","288","thousands","3","v190","4.1","138","","","","0"
"1976-07","Alberta","","Total coal production, all types","Tonnes","288","thousands","3","v191","5.1","814","","","","0"
"1976-07","British Columbia","","Total coal production, all types","Tonnes","288","thousands","3","v192","6.1","401","","","","0"
"1976-08","Canada","","Total coal production, all types","Tonnes","288","thousands","3","v187","1.1","1909","","","","0"
"1976-08","Canada","","Bituminous","Tonnes","288","thousands","3","v194","1.2","1102","","","","0"
"1976-08","Canada","","Subbituminous","Tonnes","288","thousands","3","v195","1.3","476","","","","0"
"1976-08","Canada","","Lignite","Tonnes","288","thousands","3","v196","1.4","330","","","","0"
"1976-08","Canada","","Landed imports of coal","Tonnes","288","thousands","3","v197","1.5","1294","","","t","0"
"1976-08","Canada","","Coal made available for consumption","Tonnes","288","thousands","3","v199","1.7","2927","","","t","0"
"1976-08","Canada","","Coke production","Tonnes","288","thousands","3","v200","1.8","458","","","","0"
"1976-08","Nova Scotia","","Total coal production, all types","Tonnes","288","thousands","3","v188","2.1","199","","","","0"
"1976-08","New Brunswick","","Total coal production, all types","Tonnes","288","thousands","3","v189","3.1","24","","","","0"
"1976-08","Saskatchewan","","Total coal production, all types","Tonnes","288","thousands","3","v190","4.1","330","","","","0"
"1976-08","Alberta","","Total coal production, all types","Tonnes","288","thousands","3","v191","5.1","781","","","","0"
"1976-08","British Columbia","","Total coal production, all types","Tonnes","288","thousands","3","v192","6.1","575","","","","0"
"1976-09","Canada","","Total coal production, all types","Tonnes","288","thousands","3","v187","1.1","2053","","","","0"
"1976-09","Canada","","Bituminous","Tonnes","288","thousands","3","v194","1.2","1142","","","","0"
"1976-09","Canada","","Subbituminous","Tonnes","288","thousands","3","v195","1.3","473","","","","0"
"1976-09","Canada","","Lignite","Tonnes","288","thousands","3","v196","1.4","438","","","","0"
"1976-09","Canada","","Landed imports of coal","Tonnes","288","thousands","3","v197","1.5","1456","","","t","0"
"1976-09","Canada","","Coal made available for consumption","Tonnes","288","thousands","3","v199","1.7","2504","","","t","0"
"1976-09","Canada","","Coke production","Tonnes","288","thousands","3","v200","1.8","457","","","","0"
"1976-09","Nova Scotia","","Total coal production, all types","Tonnes","288","thousands","3","v188","2.1","104","","","","0"
"1976-09","New Brunswick","","Total coal production, all types","Tonnes","288","thousands","3","v189","3.1","13","","","","0"
"1976-09","Saskatchewan","","Total coal production, all types","Tonnes","288","thousands","3","v190","4.1","438","","","","0"
"1976-09","Alberta","","Total coal production, all types","Tonnes","288","thousands","3","v191","5.1","805","","","","0"
"1976-09","British Columbia","","Total coal production, all types","Tonnes","288","thousands","3","v192","6.1","693","","","","0"
"1976-10","Canada","","Total coal production, all types","Tonnes","288","thousands","3","v187","1.1","2437","","","","0"
"1976-10","Canada","","Bituminous","Tonnes","288","thousands","3","v194","1.2","1412","","","","0"
"1976-10","Canada","","Subbituminous","Tonnes","288","thousands","3","v195","1.3","536","","","","0"
"1976-10","Canada","","Lignite","Tonnes","288","thousands","3","v196","1.4","488","","","","0"
"1976-10","Canada","","Landed imports of coal","Tonnes","288","thousands","3","v197","1.5","1626","","","t","0"
"1976-10","Canada","","Coal made available for consumption","Tonnes","288","thousands","3","v199","1.7","3042","","","t","0"
"1976-10","Canada","","Coke production","Tonnes","288","thousands","3","v200","1.8","467","","","","0"
"1976-10","Nova Scotia","","Total coal production, all types","Tonnes","288","thousands","3","v188","2.1","128","","","","0"
"1976-10","New Brunswick","","Total coal production, all types","Tonnes","288","thousands","3","v189","3.1","28","","","","0"
"1976-10","Saskatchewan","","Total coal production, all types","Tonnes","288","thousands","3","v190","4.1","488","","","","0"
"1976-10","Alberta","","Total coal production, all types","Tonnes","288","thousands","3","v191","5.1","979","","","","0"
"1976-10","British Columbia","","Total coal production, all types","Tonnes","288","thousands","3","v192","6.1","814","","","","0"
"1976-11","Canada","","Total coal production, all types","Tonnes","288","thousands","3","v187","1.1","2686","","","","0"
"1976-11","Canada","","Bituminous","Tonnes","288","thousands","3","v194","1.2","1440","","","","0"
"1976-11","Canada","","Subbituminous","Tonnes","288","thousands","3","v195","1.3","623","","","","0"
"1976-11","Canada","","Lignite","Tonnes","288","thousands","3","v196","1.4","623","","","","0"
"1976-11","Canada","","Landed imports of coal","Tonnes","288","thousands","3","v197","1.5","1440","","","t","0"
"1976-11","Canada","","Coal made available for consumption","Tonnes","288","thousands","3","v199","1.7","3322","","","t","0"
"1976-11","Canada","","Coke production","Tonnes","288","thousands","3","v200","1.8","430","","","","0"
"1976-11","Nova Scotia","","Total coal production, all types","Tonnes","288","thousands","3","v188","2.1","170","","","","0"
"1976-11","New Brunswick","","Total coal production, all types","Tonnes","288","thousands","3","v189","3.1","28","","","","0"
"1976-11","Saskatchewan","","Total coal production, all types","Tonnes","288","thousands","3","v190","4.1","624","","","","0"
"1976-11","Alberta","","Total coal production, all types","Tonnes","288","thousands","3","v191","5.1","1035","","","","0"
"1976-11","British Columbia","","Total coal production, all types","Tonnes","288","thousands","3","v192","6.1","829","","","","0"
"1976-12","Canada","","Total coal production, all types","Tonnes","288","thousands","3","v187","1.1","2720","","","","0"
"1976-12","Canada","","Bituminous","Tonnes","288","thousands","3","v194","1.2","1380","","","","0"
"1976-12","Canada","","Subbituminous","Tonnes","288","thousands","3","v195","1.3","713","","","","0"
"1976-12","Canada","","Lignite","Tonnes","288","thousands","3","v196","1.4","627","","","","0"
"1976-12","Canada","","Landed imports of coal","Tonnes","288","thousands","3","v197","1.5","1101","","","t","0"
"1976-12","Canada","","Coal made available for consumption","Tonnes","288","thousands","3","v199","1.7","2566","","","t","0"
"1976-12","Canada","","Coke production","Tonnes","288","thousands","3","v200","1.8","447","","","","0"
"1976-12","Nova Scotia","","Total coal production, all types","Tonnes","288","thousands","3","v188","2.1","204","","","","0"
"1976-12","New Brunswick","","Total coal production, all types","Tonnes","288","thousands","3","v189","3.1","24","","","","0"
"1976-12","Saskatchewan","","Total coal production, all types","Tonnes","288","thousands","3","v190","4.1","627","","","","0"
"1976-12","Alberta","","Total coal production, all types","Tonnes","288","thousands","3","v191","5.1","1160","","","","0"
"1976-12","British Columbia","","Total coal production, all types","Tonnes","288","thousands","3","v192","6.1","705","","","","0"
"1977-01","Canada","","Total coal production, all types","Tonnes","288","thousands","3","v187","1.1","2404","","","","0"
"1977-01","Canada","","Bituminous","Tonnes","288","thousands","3","v194","1.2","1220","","","","0"
"1977-01","Canada","","Subbituminous","Tonnes","288","thousands","3","v195","1.3","651","","","","0"
"1977-01","Canada","","Lignite","Tonnes","288","thousands","3","v196","1.4","533","","","","0"
"1977-01","Canada","","Landed imports of coal","Tonnes","288","thousands","3","v197","1.5","214","","","t","0"
"1977-01","Canada","","Coal exports","Tonnes","288","thousands","3","v198","1.6","1096","","","","0"
"1977-01","Canada","","Coal made available for consumption","Tonnes","288","thousands","3","v199","1.7","1528","","","t","0"
"1977-01","Canada","","Coke production","Tonnes","288","thousands","3","v200","1.8","377","","","","0"
"1977-01","Nova Scotia","","Total coal production, all types","Tonnes","288","thousands","3","v188","2.1","128","","","","0"
"1977-01","New Brunswick","","Total coal production, all types","Tonnes","288","thousands","3","v189","3.1","23","","","","0"
"1977-01","Saskatchewan","","Total coal production, all types","Tonnes","288","thousands","3","v190","4.1","533","","","","0"
"1977-01","Alberta","","Total coal production, all types","Tonnes","288","thousands","3","v191","5.1","934","","","","0"
"1977-01","British Columbia","","Total coal production, all types","Tonnes","288","thousands","3","v192","6.1","787","","","","0"
"1977-02","Canada","","Total coal production, all types","Tonnes","288","thousands","3","v187","1.1","2643","","","","0"
"1977-02","Canada","","Bituminous","Tonnes","288","thousands","3","v194","1.2","1354","","","","0"
"1977-02","Canada","","Subbituminous","Tonnes","288","thousands","3","v195","1.3","766","","","","0"
"1977-02","Canada","","Lignite","Tonnes","288","thousands","3","v196","1.4","523","","","","0"
"1977-02","Canada","","Landed imports of coal","Tonnes","288","thousands","3","v197","1.5","66","","","t","0"
"1977-02","Canada","","Coal exports","Tonnes","288","thousands","3","v198","1.6","781","","","","0"
"1977-02","Canada","","Coal made available for consumption","Tonnes","288","thousands","3","v199","1.7","1925","","","t","0"
"1977-02","Canada","","Coke production","Tonnes","288","thousands","3","v200","1.8","402","","","","0"
"1977-02","Nova Scotia","","Total coal production, all types","Tonnes","288","thousands","3","v188","2.1","194","","","","0"
"1977-02","New Brunswick","","Total coal production, all types","Tonnes","288","thousands","3","v189","3.1","27","","","","0"
"1977-02","Saskatchewan","","Total coal production, all types","Tonnes","288","thousands","3","v190","4.1","523","","","","0"
"1977-02","Alberta","","Total coal production, all types","Tonnes","288","thousands","3","v191","5.1","1099","","","","0"
"1977-02","British Columbia","","Total coal production, all types","Tonnes","288","thousands","3","v192","6.1","800","","","","0"
"1977-03","Canada","","Total coal production, all types","Tonnes","288","thousands","3","v187","1.1","2725","","","","0"
"1977-03","Canada","","Bituminous","Tonnes","288","thousands","3","v194","1.2","1507","","","","0"
"1977-03","Canada","","Subbituminous","Tonnes","288","thousands","3","v195","1.3","704","","","","0"
"1977-03","Canada","","Lignite","Tonnes","288","thousands","3","v196","1.4","515","","","","0"
"1977-03","Canada","","Landed imports of coal","Tonnes","288","thousands","3","v197","1.5","31","","","t","0"
"1977-03","Canada","","Coal exports","Tonnes","288","thousands","3","v198","1.6","1158","","","","0"
"1977-03","Canada","","Coal made available for consumption","Tonnes","288","thousands","3","v199","1.7","1599","","","t","0"
"1977-03","Canada","","Coke production","Tonnes","288","thousands","3","v200","1.8","445","","","","0"
"1977-03","Nova Scotia","","Total coal production, all types","Tonnes","288","thousands","3","v188","2.1","186","","","","0"
"1977-03","New Brunswick","","Total coal production, all types","Tonnes","288","thousands","3","v189","3.1","24","","","","0"
"1977-03","Saskatchewan","","Total coal production, all types","Tonnes","288","thousands","3","v190","4.1","515","","","","0"
"1977-03","Alberta","","Total coal production, all types","Tonnes","288","thousands","3","v191","5.1","1102","","","","0"
"1977-03","British Columbia","","Total coal production, all types","Tonnes","288","thousands","3","v192","6.1","898","","","","0"
"1977-04","Canada","","Total coal production, all types","Tonnes","288","thousands","3","v187","1.1","2349","","","","0"
"1977-04","Canada","","Bituminous","Tonnes","288","thousands","3","v194","1.2","1234","","","","0"
"1977-04","Canada","","Subbituminous","Tonnes","288","thousands","3","v195","1.3","667","","","","0"
"1977-04","Canada","","Lignite","Tonnes","288","thousands","3","v196","1.4","449","","","","0"
"1977-04","Canada","","Landed imports of coal","Tonnes","288","thousands","3","v197","1.5","1047","","","t","0"
"1977-04","Canada","","Coal exports","Tonnes","288","thousands","3","v198","1.6","972","","","","0"
"1977-04","Canada","","Coal made available for consumption","Tonnes","288","thousands","3","v199","1.7","2426","","","t","0"
"1977-04","Canada","","Coke production","Tonnes","288","thousands","3","v200","1.8","404","","","","0"
"1977-04","Nova Scotia","","Total coal production, all types","Tonnes","288","thousands","3","v188","2.1","136","","","","0"
"1977-04","New Brunswick","","Total coal production, all types","Tonnes","288","thousands","3","v189","3.1","22","","","","0"
"1977-04","Saskatchewan","","Total coal production, all types","Tonnes","288","thousands","3","v190","4.1","449","","","","0"
"1977-04","Alberta","","Total coal production, all types","Tonnes","288","thousands","3","v191","5.1","1018","","","","0"
"1977-04","British Columbia","","Total coal production, all types","Tonnes","288","thousands","3","v192","6.1","725","","","","0"
"1977-05","Canada","","Total coal production, all types","Tonnes","288","thousands","3","v187","1.1","2504","","","","0"
"1977-05","Canada","","Bituminous","Tonnes","288","thousands","3","v194","1.2","1443","","","","0"
"1977-05","Canada","","Subbituminous","Tonnes","288","thousands","3","v195","1.3","637","","","","0"
"1977-05","Canada","","Lignite","Tonnes","288","thousands","3","v196","1.4","424","","","","0"
"1977-05","Canada","","Landed imports of coal","Tonnes","288","thousands","3","v197","1.5","720","","","t","0"
"1977-05","Canada","","Coal exports","Tonnes","288","thousands","3","v198","1.6","1129","","","","0"
"1977-05","Canada","","Coal made available for consumption","Tonnes","288","thousands","3","v199","1.7","3946","","","t","0"
"1977-05","Canada","","Coke production","Tonnes","288","thousands","3","v200","1.8","425","","","","0"
"1977-05","Nova Scotia","","Total coal production, all types","Tonnes","288","thousands","3","v188","2.1","199","","","","0"
"1977-05","New Brunswick","","Total coal production, all types","Tonnes","288","thousands","3","v189","3.1","16","","","","0"
"1977-05","Saskatchewan","","Total coal production, all types","Tonnes","288","thousands","3","v190","4.1","424","","","","0"
"1977-05","Alberta","","Total coal production, all types","Tonnes","288","thousands","3","v191","5.1","1033","","","","0"
"1977-05","British Columbia","","Total coal production, all types","Tonnes","288","thousands","3","v192","6.1","832","","","","0"
"1977-06","Canada","","Total coal production, all types","Tonnes","288","thousands","3","v187","1.1","2306","","","","0"
"1977-06","Canada","","Bituminous","Tonnes","288","thousands","3","v194","1.2","1394","","","","0"
"1977-06","Canada","","Subbituminous","Tonnes","288","thousands","3","v195","1.3","450","","","","0"
"1977-06","Canada","","Lignite","Tonnes","288","thousands","3","v196","1.4","462","","","","0"
"1977-06","Canada","","Landed imports of coal","Tonnes","288","thousands","3","v197","1.5","1385","","","t","0"
"1977-06","Canada","","Coal exports","Tonnes","288","thousands","3","v198","1.6","1328","","","","0"
"1977-06","Canada","","Coal made available for consumption","Tonnes","288","thousands","3","v199","1.7","2834","","","t","0"
"1977-06","Canada","","Coke production","Tonnes","288","thousands","3","v200","1.8","390","","","","0"
"1977-06","Nova Scotia","","Total coal production, all types","Tonnes","288","thousands","3","v188","2.1","173","","","","0"
"1977-06","New Brunswick","","Total coal production, all types","Tonnes","288","thousands","3","v189","3.1","17","","","","0"
"1977-06","Saskatchewan","","Total coal production, all types","Tonnes","288","thousands","3","v190","4.1","462","","","","0"
"1977-06","Alberta","","Total coal production, all types","Tonnes","288","thousands","3","v191","5.1","893","","","","0"
"1977-06","British Columbia","","Total coal production, all types","Tonnes","288","thousands","3","v192","6.1","761","","","","0"
"1977-07","Canada","","Total coal production, all types","Tonnes","288","thousands","3","v187","1.1","2055","","","","0"
"1977-07","Canada","","Bituminous","Tonnes","288","thousands","3","v194","1.2","1186","","","","0"
"1977-07","Canada","","Subbituminous","Tonnes","288","thousands","3","v195","1.3","526","","","","0"
"1977-07","Canada","","Lignite","Tonnes","288","thousands","3","v196","1.4","343","","","","0"
"1977-07","Canada","","Landed imports of coal","Tonnes","288","thousands","3","v197","1.5","1984","","","t","0"
"1977-07","Canada","","Coal exports","Tonnes","288","thousands","3","v198","1.6","806","","","","0"
"1977-07","Canada","","Coal made available for consumption","Tonnes","288","thousands","3","v199","1.7","3234","","","t","0"
"1977-07","Canada","","Coke production","Tonnes","288","thousands","3","v200","1.8","381","","","","0"
"1977-07","Nova Scotia","","Total coal production, all types","Tonnes","288","thousands","3","v188","2.1","198","","","","0"
"1977-07","New Brunswick","","Total coal production, all types","Tonnes","288","thousands","3","v189","3.1","24","","","","0"
"1977-07","Saskatchewan","","Total coal production, all types","Tonnes","288","thousands","3","v190","4.1","343","","","","0"
"1977-07","Alberta","","Total coal production, all types","Tonnes","288","thousands","3","v191","5.1","691","","","","0"
"1977-07","British Columbia","","Total coal production, all types","Tonnes","288","thousands","3","v192","6.1","799","","","","0"
"1977-08","Canada","","Total coal production, all types","Tonnes","288","thousands","3","v187","1.1","1961","","","","0"
"1977-08","Canada","","Bituminous","Tonnes","288","thousands","3","v194","1.2","1002","","","","0"
"1977-08","Canada","","Subbituminous","Tonnes","288","thousands","3","v195","1.3","478","","","","0"
"1977-08","Canada","","Lignite","Tonnes","288","thousands","3","v196","1.4","480","","","","0"
"1977-08","Canada","","Landed imports of coal","Tonnes","288","thousands","3","v197","1.5","1472","","","t","0"
"1977-08","Canada","","Coal exports","Tonnes","288","thousands","3","v198","1.6","1028","","","","0"
"1977-08","Canada","","Coal made available for consumption","Tonnes","288","thousands","3","v199","1.7","2341","","","t","0"
"1977-08","Canada","","Coke production","Tonnes","288","thousands","3","v200","1.8","383","","","","0"
"1977-08","Nova Scotia","","Total coal production, all types","Tonnes","288","thousands","3","v188","2.1","154","","","","0"
"1977-08","New Brunswick","","Total coal production, all types","Tonnes","288","thousands","3","v189","3.1","30","","","","0"
"1977-08","Saskatchewan","","Total coal production, all types","Tonnes","288","thousands","3","v190","4.1","480","","","","0"
