"REF_DATE","GEO","DGUID","Coal and coke, components","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1962-07","Canada","","Total coal production, all types","Tonnes","288","thousands","3","v187","1.1","660","","","","0"
"1962-07","Canada","","Bituminous","Tonnes","288","thousands","3","v194","1.2","517","","","","0"
"1962-07","Canada","","Subbituminous","Tonnes","288","thousands","3","v195","1.3","65","","","","0"
"1962-07","Canada","","Lignite","Tonnes","288","thousands","3","v196","1.4","77","","","","0"
"1962-07","Canada","","Landed imports of coal","Tonnes","288","thousands","3","v197","1.5","879","","","t","0"
"1962-07","Canada","","Coal made available for consumption","Tonnes","288","thousands","3","v199","1.7","1498","","","t","0"
"1962-07","Canada","","Coke production","Tonnes","288","thousands","3","v200","1.8","327","","","","0"
"1962-07","Nova Scotia","","Total coal production, all types","Tonnes","288","thousands","3","v188","2.1","411","","","","0"
"1962-07","New Brunswick","","Total coal production, all types","Tonnes","288","thousands","3","v189","3.1","40","","","","0"
"1962-07","Saskatchewan","","Total coal production, all types","Tonnes","288","thousands","3","v190","4.1","77","","","","0"
"1962-07","Alberta","","Total coal production, all types","Tonnes","288","thousands","3","v191","5.1","89","","","","0"
"1962-07","British Columbia","","Total coal production, all types","Tonnes","288","thousands","3","v192","6.1","42","","","","0"
"1962-08","Canada","","Total coal production, all types","Tonnes","288","thousands","3","v187","1.1","486","","","","0"
"1962-08","Canada","","Bituminous","Tonnes","288","thousands","3","v194","1.2","352","","","","0"
"1962-08","Canada","","Subbituminous","Tonnes","288","thousands","3","v195","1.3","36","","","","0"
"1962-08","Canada","","Lignite","Tonnes","288","thousands","3","v196","1.4","98","","","","0"
"1962-08","Canada","","Landed imports of coal","Tonnes","288","thousands","3","v197","1.5","1435","","","t","0"
"1962-08","Canada","","Coal made available for consumption","Tonnes","288","thousands","3","v199","1.7","1860","","","t","0"
"1962-08","Canada","","Coke production","Tonnes","288","thousands","3","v200","1.8","328","","","","0"
"1962-08","Nova Scotia","","Total coal production, all types","Tonnes","288","thousands","3","v188","2.1","190","","","","0"
"1962-08","New Brunswick","","Total coal production, all types","Tonnes","288","thousands","3","v189","3.1","56","","","","0"
"1962-08","Saskatchewan","","Total coal production, all types","Tonnes","288","thousands","3","v190","4.1","98","","","","0"
"1962-08","Alberta","","Total coal production, all types","Tonnes","288","thousands","3","v191","5.1","78","","","","0"
"1962-08","British Columbia","","Total coal production, all types","Tonnes","288","thousands","3","v192","6.1","64","","","","0"
"1962-09","Canada","","Total coal production, all types","Tonnes","288","thousands","3","v187","1.1","714","","","","0"
"1962-09","Canada","","Bituminous","Tonnes","288","thousands","3","v194","1.2","482","","","","0"
"1962-09","Canada","","Subbituminous","Tonnes","288","thousands","3","v195","1.3","98","","","","0"
"1962-09","Canada","","Lignite","Tonnes","288","thousands","3","v196","1.4","134","","","","0"
"1962-09","Canada","","Landed imports of coal","Tonnes","288","thousands","3","v197","1.5","1504","","","t","0"
"1962-09","Canada","","Coal made available for consumption","Tonnes","288","thousands","3","v199","1.7","2182","","","t","0"
"1962-09","Canada","","Coke production","Tonnes","288","thousands","3","v200","1.8","314","","","","0"
"1962-09","Nova Scotia","","Total coal production, all types","Tonnes","288","thousands","3","v188","2.1","339","","","","0"
"1962-09","New Brunswick","","Total coal production, all types","Tonnes","288","thousands","3","v189","3.1","56","","","","0"
"1962-09","Saskatchewan","","Total coal production, all types","Tonnes","288","thousands","3","v190","4.1","134","","","","0"
"1962-09","Alberta","","Total coal production, all types","Tonnes","288","thousands","3","v191","5.1","137","","","","0"
"1962-09","British Columbia","","Total coal production, all types","Tonnes","288","thousands","3","v192","6.1","47","","","","0"
"1962-10","Canada","","Total coal production, all types","Tonnes","288","thousands","3","v187","1.1","988","","","","0"
"1962-10","Canada","","Bituminous","Tonnes","288","thousands","3","v194","1.2","583","","","","0"
"1962-10","Canada","","Subbituminous","Tonnes","288","thousands","3","v195","1.3","196","","","","0"
"1962-10","Canada","","Lignite","Tonnes","288","thousands","3","v196","1.4","209","","","","0"
"1962-10","Canada","","Landed imports of coal","Tonnes","288","thousands","3","v197","1.5","1692","","","t","0"
"1962-10","Canada","","Coal made available for consumption","Tonnes","288","thousands","3","v199","1.7","2594","","","t","0"
"1962-10","Canada","","Coke production","Tonnes","288","thousands","3","v200","1.8","312","","","","0"
"1962-10","Nova Scotia","","Total coal production, all types","Tonnes","288","thousands","3","v188","2.1","382","","","","0"
"1962-10","New Brunswick","","Total coal production, all types","Tonnes","288","thousands","3","v189","3.1","59","","","","0"
"1962-10","Saskatchewan","","Total coal production, all types","Tonnes","288","thousands","3","v190","4.1","209","","","","0"
"1962-10","Alberta","","Total coal production, all types","Tonnes","288","thousands","3","v191","5.1","255","","","","0"
"1962-10","British Columbia","","Total coal production, all types","Tonnes","288","thousands","3","v192","6.1","83","","","","0"
"1962-11","Canada","","Total coal production, all types","Tonnes","288","thousands","3","v187","1.1","957","","","","0"
"1962-11","Canada","","Bituminous","Tonnes","288","thousands","3","v194","1.2","542","","","","0"
"1962-11","Canada","","Subbituminous","Tonnes","288","thousands","3","v195","1.3","209","","","","0"
"1962-11","Canada","","Lignite","Tonnes","288","thousands","3","v196","1.4","206","","","","0"
"1962-11","Canada","","Landed imports of coal","Tonnes","288","thousands","3","v197","1.5","1560","","","t","0"
"1962-11","Canada","","Coal made available for consumption","Tonnes","288","thousands","3","v199","1.7","2450","","","t","0"
"1962-11","Canada","","Coke production","Tonnes","288","thousands","3","v200","1.8","288","","","","0"
"1962-11","Nova Scotia","","Total coal production, all types","Tonnes","288","thousands","3","v188","2.1","374","","","","0"
"1962-11","New Brunswick","","Total coal production, all types","Tonnes","288","thousands","3","v189","3.1","58","","","","0"
"1962-11","Saskatchewan","","Total coal production, all types","Tonnes","288","thousands","3","v190","4.1","206","","","","0"
"1962-11","Alberta","","Total coal production, all types","Tonnes","288","thousands","3","v191","5.1","250","","","","0"
"1962-11","British Columbia","","Total coal production, all types","Tonnes","288","thousands","3","v192","6.1","69","","","","0"
"1962-12","Canada","","Total coal production, all types","Tonnes","288","thousands","3","v187","1.1","917","","","","0"
"1962-12","Canada","","Bituminous","Tonnes","288","thousands","3","v194","1.2","483","","","","0"
"1962-12","Canada","","Subbituminous","Tonnes","288","thousands","3","v195","1.3","211","","","","0"
"1962-12","Canada","","Lignite","Tonnes","288","thousands","3","v196","1.4","223","","","","0"
"1962-12","Canada","","Landed imports of coal","Tonnes","288","thousands","3","v197","1.5","1084","","","t","0"
"1962-12","Canada","","Coal made available for consumption","Tonnes","288","thousands","3","v199","1.7","1968","","","t","0"
"1962-12","Canada","","Coke production","Tonnes","288","thousands","3","v200","1.8","292","","","","0"
"1962-12","Nova Scotia","","Total coal production, all types","Tonnes","288","thousands","3","v188","2.1","313","","","","0"
"1962-12","New Brunswick","","Total coal production, all types","Tonnes","288","thousands","3","v189","3.1","61","","","","0"
"1962-12","Saskatchewan","","Total coal production, all types","Tonnes","288","thousands","3","v190","4.1","223","","","","0"
"1962-12","Alberta","","Total coal production, all types","Tonnes","288","thousands","3","v191","5.1","256","","","","0"
"1962-12","British Columbia","","Total coal production, all types","Tonnes","288","thousands","3","v192","6.1","65","","","","0"
"1963-01","Canada","","Total coal production, all types","Tonnes","288","thousands","3","v187","1.1","1089","","","","0"
"1963-01","Canada","","Bituminous","Tonnes","288","thousands","3","v194","1.2","578","","","","0"
"1963-01","Canada","","Subbituminous","Tonnes","288","thousands","3","v195","1.3","259","","","","0"
"1963-01","Canada","","Lignite","Tonnes","288","thousands","3","v196","1.4","252","","","","0"
"1963-01","Canada","","Landed imports of coal","Tonnes","288","thousands","3","v197","1.5","152","","","t","0"
"1963-01","Canada","","Coal made available for consumption","Tonnes","288","thousands","3","v199","1.7","1168","","","t","0"
"1963-01","Canada","","Coke production","Tonnes","288","thousands","3","v200","1.8","308","","","","0"
"1963-01","Nova Scotia","","Total coal production, all types","Tonnes","288","thousands","3","v188","2.1","394","","","","0"
"1963-01","New Brunswick","","Total coal production, all types","Tonnes","288","thousands","3","v189","3.1","60","","","","0"
"1963-01","Saskatchewan","","Total coal production, all types","Tonnes","288","thousands","3","v190","4.1","252","","","","0"
"1963-01","Alberta","","Total coal production, all types","Tonnes","288","thousands","3","v191","5.1","314","","","","0"
"1963-01","British Columbia","","Total coal production, all types","Tonnes","288","thousands","3","v192","6.1","69","","","","0"
"1963-02","Canada","","Total coal production, all types","Tonnes","288","thousands","3","v187","1.1","900","","","","0"
"1963-02","Canada","","Bituminous","Tonnes","288","thousands","3","v194","1.2","535","","","","0"
"1963-02","Canada","","Subbituminous","Tonnes","288","thousands","3","v195","1.3","175","","","","0"
"1963-02","Canada","","Lignite","Tonnes","288","thousands","3","v196","1.4","190","","","","0"
"1963-02","Canada","","Landed imports of coal","Tonnes","288","thousands","3","v197","1.5","136","","","t","0"
"1963-02","Canada","","Coal made available for consumption","Tonnes","288","thousands","3","v199","1.7","963","","","t","0"
"1963-02","Canada","","Coke production","Tonnes","288","thousands","3","v200","1.8","301","","","","0"
"1963-02","Nova Scotia","","Total coal production, all types","Tonnes","288","thousands","3","v188","2.1","350","","","","0"
"1963-02","New Brunswick","","Total coal production, all types","Tonnes","288","thousands","3","v189","3.1","60","","","","0"
"1963-02","Saskatchewan","","Total coal production, all types","Tonnes","288","thousands","3","v190","4.1","190","","","","0"
"1963-02","Alberta","","Total coal production, all types","Tonnes","288","thousands","3","v191","5.1","225","","","","0"
"1963-02","British Columbia","","Total coal production, all types","Tonnes","288","thousands","3","v192","6.1","76","","","","0"
"1963-03","Canada","","Total coal production, all types","Tonnes","288","thousands","3","v187","1.1","765","","","","0"
"1963-03","Canada","","Bituminous","Tonnes","288","thousands","3","v194","1.2","498","","","","0"
"1963-03","Canada","","Subbituminous","Tonnes","288","thousands","3","v195","1.3","104","","","","0"
"1963-03","Canada","","Lignite","Tonnes","288","thousands","3","v196","1.4","162","","","","0"
"1963-03","Canada","","Landed imports of coal","Tonnes","288","thousands","3","v197","1.5","130","","","t","0"
"1963-03","Canada","","Coal made available for consumption","Tonnes","288","thousands","3","v199","1.7","804","","","t","0"
"1963-03","Canada","","Coke production","Tonnes","288","thousands","3","v200","1.8","330","","","","0"
"1963-03","Nova Scotia","","Total coal production, all types","Tonnes","288","thousands","3","v188","2.1","337","","","","0"
"1963-03","New Brunswick","","Total coal production, all types","Tonnes","288","thousands","3","v189","3.1","61","","","","0"
"1963-03","Saskatchewan","","Total coal production, all types","Tonnes","288","thousands","3","v190","4.1","162","","","","0"
"1963-03","Alberta","","Total coal production, all types","Tonnes","288","thousands","3","v191","5.1","134","","","","0"
"1963-03","British Columbia","","Total coal production, all types","Tonnes","288","thousands","3","v192","6.1","71","","","","0"
"1963-04","Canada","","Total coal production, all types","Tonnes","288","thousands","3","v187","1.1","703","","","","0"
"1963-04","Canada","","Bituminous","Tonnes","288","thousands","3","v194","1.2","516","","","","0"
"1963-04","Canada","","Subbituminous","Tonnes","288","thousands","3","v195","1.3","95","","","","0"
"1963-04","Canada","","Lignite","Tonnes","288","thousands","3","v196","1.4","92","","","","0"
"1963-04","Canada","","Landed imports of coal","Tonnes","288","thousands","3","v197","1.5","719","","","t","0"
"1963-04","Canada","","Coal made available for consumption","Tonnes","288","thousands","3","v199","1.7","1357","","","t","0"
"1963-04","Canada","","Coke production","Tonnes","288","thousands","3","v200","1.8","324","","","","0"
"1963-04","Nova Scotia","","Total coal production, all types","Tonnes","288","thousands","3","v188","2.1","364","","","","0"
"1963-04","New Brunswick","","Total coal production, all types","Tonnes","288","thousands","3","v189","3.1","57","","","","0"
"1963-04","Saskatchewan","","Total coal production, all types","Tonnes","288","thousands","3","v190","4.1","92","","","","0"
"1963-04","Alberta","","Total coal production, all types","Tonnes","288","thousands","3","v191","5.1","131","","","","0"
"1963-04","British Columbia","","Total coal production, all types","Tonnes","288","thousands","3","v192","6.1","61","","","","0"
"1963-05","Canada","","Total coal production, all types","Tonnes","288","thousands","3","v187","1.1","732","","","","0"
"1963-05","Canada","","Bituminous","Tonnes","288","thousands","3","v194","1.2","572","","","","0"
"1963-05","Canada","","Subbituminous","Tonnes","288","thousands","3","v195","1.3","83","","","","0"
"1963-05","Canada","","Lignite","Tonnes","288","thousands","3","v196","1.4","77","","","","0"
"1963-05","Canada","","Landed imports of coal","Tonnes","288","thousands","3","v197","1.5","1604","","","t","0"
"1963-05","Canada","","Coal made available for consumption","Tonnes","288","thousands","3","v199","1.7","2306","","","t","0"
"1963-05","Canada","","Coke production","Tonnes","288","thousands","3","v200","1.8","329","","","","0"
"1963-05","Nova Scotia","","Total coal production, all types","Tonnes","288","thousands","3","v188","2.1","408","","","","0"
"1963-05","New Brunswick","","Total coal production, all types","Tonnes","288","thousands","3","v189","3.1","58","","","","0"
"1963-05","Saskatchewan","","Total coal production, all types","Tonnes","288","thousands","3","v190","4.1","77","","","","0"
"1963-05","Alberta","","Total coal production, all types","Tonnes","288","thousands","3","v191","5.1","122","","","","0"
"1963-05","British Columbia","","Total coal production, all types","Tonnes","288","thousands","3","v192","6.1","67","","","","0"
"1963-06","Canada","","Total coal production, all types","Tonnes","288","thousands","3","v187","1.1","610","","","","0"
"1963-06","Canada","","Bituminous","Tonnes","288","thousands","3","v194","1.2","488","","","","0"
"1963-06","Canada","","Subbituminous","Tonnes","288","thousands","3","v195","1.3","40","","","","0"
"1963-06","Canada","","Lignite","Tonnes","288","thousands","3","v196","1.4","82","","","","0"
"1963-06","Canada","","Landed imports of coal","Tonnes","288","thousands","3","v197","1.5","1425","","","t","0"
"1963-06","Canada","","Coal made available for consumption","Tonnes","288","thousands","3","v199","1.7","1970","","","t","0"
"1963-06","Canada","","Coke production","Tonnes","288","thousands","3","v200","1.8","322","","","","0"
"1963-06","Nova Scotia","","Total coal production, all types","Tonnes","288","thousands","3","v188","2.1","322","","","","0"
"1963-06","New Brunswick","","Total coal production, all types","Tonnes","288","thousands","3","v189","3.1","64","","","","0"
"1963-06","Saskatchewan","","Total coal production, all types","Tonnes","288","thousands","3","v190","4.1","82","","","","0"
"1963-06","Alberta","","Total coal production, all types","Tonnes","288","thousands","3","v191","5.1","84","","","","0"
"1963-06","British Columbia","","Total coal production, all types","Tonnes","288","thousands","3","v192","6.1","58","","","","0"
"1963-07","Canada","","Total coal production, all types","Tonnes","288","thousands","3","v187","1.1","634","","","","0"
"1963-07","Canada","","Bituminous","Tonnes","288","thousands","3","v194","1.2","562","","","","0"
"1963-07","Canada","","Subbituminous","Tonnes","288","thousands","3","v195","1.3","14","","","","0"
"1963-07","Canada","","Lignite","Tonnes","288","thousands","3","v196","1.4","59","","","","0"
"1963-07","Canada","","Landed imports of coal","Tonnes","288","thousands","3","v197","1.5","1200","","","t","0"
"1963-07","Canada","","Coal made available for consumption","Tonnes","288","thousands","3","v199","1.7","1739","","","t","0"
"1963-07","Canada","","Coke production","Tonnes","288","thousands","3","v200","1.8","333","","","","0"
"1963-07","Nova Scotia","","Total coal production, all types","Tonnes","288","thousands","3","v188","2.1","385","","","","0"
"1963-07","New Brunswick","","Total coal production, all types","Tonnes","288","thousands","3","v189","3.1","76","","","","0"
"1963-07","Saskatchewan","","Total coal production, all types","Tonnes","288","thousands","3","v190","4.1","59","","","","0"
"1963-07","Alberta","","Total coal production, all types","Tonnes","288","thousands","3","v191","5.1","39","","","","0"
"1963-07","British Columbia","","Total coal production, all types","Tonnes","288","thousands","3","v192","6.1","76","","","","0"
"1963-08","Canada","","Total coal production, all types","Tonnes","288","thousands","3","v187","1.1","489","","","","0"
"1963-08","Canada","","Bituminous","Tonnes","288","thousands","3","v194","1.2","385","","","","0"
"1963-08","Canada","","Subbituminous","Tonnes","288","thousands","3","v195","1.3","34","","","","0"
"1963-08","Canada","","Lignite","Tonnes","288","thousands","3","v196","1.4","71","","","","0"
"1963-08","Canada","","Landed imports of coal","Tonnes","288","thousands","3","v197","1.5","2058","","","t","0"
"1963-08","Canada","","Coal made available for consumption","Tonnes","288","thousands","3","v199","1.7","2477","","","t","0"
"1963-08","Canada","","Coke production","Tonnes","288","thousands","3","v200","1.8","329","","","","0"
"1963-08","Nova Scotia","","Total coal production, all types","Tonnes","288","thousands","3","v188","2.1","188","","","","0"
"1963-08","New Brunswick","","Total coal production, all types","Tonnes","288","thousands","3","v189","3.1","73","","","","0"
"1963-08","Saskatchewan","","Total coal production, all types","Tonnes","288","thousands","3","v190","4.1","71","","","","0"
"1963-08","Alberta","","Total coal production, all types","Tonnes","288","thousands","3","v191","5.1","84","","","","0"
"1963-08","British Columbia","","Total coal production, all types","Tonnes","288","thousands","3","v192","6.1","74","","","","0"
"1963-09","Canada","","Total coal production, all types","Tonnes","288","thousands","3","v187","1.1","757","","","","0"
"1963-09","Canada","","Bituminous","Tonnes","288","thousands","3","v194","1.2","572","","","","0"
"1963-09","Canada","","Subbituminous","Tonnes","288","thousands","3","v195","1.3","82","","","","0"
"1963-09","Canada","","Lignite","Tonnes","288","thousands","3","v196","1.4","103","","","","0"
"1963-09","Canada","","Landed imports of coal","Tonnes","288","thousands","3","v197","1.5","1989","","","t","0"
"1963-09","Canada","","Coal made available for consumption","Tonnes","288","thousands","3","v199","1.7","2662","","","t","0"
"1963-09","Canada","","Coke production","Tonnes","288","thousands","3","v200","1.8","318","","","","0"
"1963-09","Nova Scotia","","Total coal production, all types","Tonnes","288","thousands","3","v188","2.1","348","","","","0"
"1963-09","New Brunswick","","Total coal production, all types","Tonnes","288","thousands","3","v189","3.1","75","","","","0"
"1963-09","Saskatchewan","","Total coal production, all types","Tonnes","288","thousands","3","v190","4.1","103","","","","0"
"1963-09","Alberta","","Total coal production, all types","Tonnes","288","thousands","3","v191","5.1","149","","","","0"
"1963-09","British Columbia","","Total coal production, all types","Tonnes","288","thousands","3","v192","6.1","81","","","","0"
"1963-10","Canada","","Total coal production, all types","Tonnes","288","thousands","3","v187","1.1","933","","","","0"
"1963-10","Canada","","Bituminous","Tonnes","288","thousands","3","v194","1.2","611","","","","0"
"1963-10","Canada","","Subbituminous","Tonnes","288","thousands","3","v195","1.3","156","","","","0"
"1963-10","Canada","","Lignite","Tonnes","288","thousands","3","v196","1.4","166","","","","0"
"1963-10","Canada","","Landed imports of coal","Tonnes","288","thousands","3","v197","1.5","1793","","","t","0"
"1963-10","Canada","","Coal made available for consumption","Tonnes","288","thousands","3","v199","1.7","2615","","","t","0"
"1963-10","Canada","","Coke production","Tonnes","288","thousands","3","v200","1.8","333","","","","0"
"1963-10","Nova Scotia","","Total coal production, all types","Tonnes","288","thousands","3","v188","2.1","379","","","","0"
"1963-10","New Brunswick","","Total coal production, all types","Tonnes","288","thousands","3","v189","3.1","84","","","","0"
"1963-10","Saskatchewan","","Total coal production, all types","Tonnes","288","thousands","3","v190","4.1","166","","","","0"
"1963-10","Alberta","","Total coal production, all types","Tonnes","288","thousands","3","v191","5.1","220","","","","0"
"1963-10","British Columbia","","Total coal production, all types","Tonnes","288","thousands","3","v192","6.1","83","","","","0"
"1963-11","Canada","","Total coal production, all types","Tonnes","288","thousands","3","v187","1.1","985","","","","0"
"1963-11","Canada","","Bituminous","Tonnes","288","thousands","3","v194","1.2","573","","","","0"
"1963-11","Canada","","Subbituminous","Tonnes","288","thousands","3","v195","1.3","217","","","","0"
"1963-11","Canada","","Lignite","Tonnes","288","thousands","3","v196","1.4","195","","","","0"
"1963-11","Canada","","Landed imports of coal","Tonnes","288","thousands","3","v197","1.5","1791","","","t","0"
"1963-11","Canada","","Coal made available for consumption","Tonnes","288","thousands","3","v199","1.7","2649","","","t","0"
"1963-11","Canada","","Coke production","Tonnes","288","thousands","3","v200","1.8","322","","","","0"
"1963-11","Nova Scotia","","Total coal production, all types","Tonnes","288","thousands","3","v188","2.1","357","","","","0"
"1963-11","New Brunswick","","Total coal production, all types","Tonnes","288","thousands","3","v189","3.1","69","","","","0"
"1963-11","Saskatchewan","","Total coal production, all types","Tonnes","288","thousands","3","v190","4.1","195","","","","0"
"1963-11","Alberta","","Total coal production, all types","Tonnes","288","thousands","3","v191","5.1","279","","","","0"
"1963-11","British Columbia","","Total coal production, all types","Tonnes","288","thousands","3","v192","6.1","85","","","","0"
"1963-12","Canada","","Total coal production, all types","Tonnes","288","thousands","3","v187","1.1","998","","","","0"
"1963-12","Canada","","Bituminous","Tonnes","288","thousands","3","v194","1.2","502","","","","0"
"1963-12","Canada","","Subbituminous","Tonnes","288","thousands","3","v195","1.3","242","","","","0"
"1963-12","Canada","","Lignite","Tonnes","288","thousands","3","v196","1.4","254","","","","0"
"1963-12","Canada","","Landed imports of coal","Tonnes","288","thousands","3","v197","1.5","569","","","t","0"
"1963-12","Canada","","Coal made available for consumption","Tonnes","288","thousands","3","v199","1.7","1495","","","t","0"
"1963-12","Canada","","Coke production","Tonnes","288","thousands","3","v200","1.8","334","","","","0"
"1963-12","Nova Scotia","","Total coal production, all types","Tonnes","288","thousands","3","v188","2.1","300","","","","0"
"1963-12","New Brunswick","","Total coal production, all types","Tonnes","288","thousands","3","v189","3.1","67","","","","0"
"1963-12","Saskatchewan","","Total coal production, all types","Tonnes","288","thousands","3","v190","4.1","254","","","","0"
"1963-12","Alberta","","Total coal production, all types","Tonnes","288","thousands","3","v191","5.1","297","","","","0"
"1963-12","British Columbia","","Total coal production, all types","Tonnes","288","thousands","3","v192","6.1","79","","","","0"
"1964-01","Canada","","Total coal production, all types","Tonnes","288","thousands","3","v187","1.1","1052","","","","0"
"1964-01","Canada","","Bituminous","Tonnes","288","thousands","3","v194","1.2","595","","","","0"
"1964-01","Canada","","Subbituminous","Tonnes","288","thousands","3","v195","1.3","222","","","","0"
"1964-01","Canada","","Lignite","Tonnes","288","thousands","3","v196","1.4","236","","","","0"
"1964-01","Canada","","Landed imports of coal","Tonnes","288","thousands","3","v197","1.5","112","","","t","0"
"1964-01","Canada","","Coal made available for consumption","Tonnes","288","thousands","3","v199","1.7","1081","","","t","0"
"1964-01","Canada","","Coke production","Tonnes","288","thousands","3","v200","1.8","331","","","","0"
"1964-01","Nova Scotia","","Total coal production, all types","Tonnes","288","thousands","3","v188","2.1","378","","","","0"
"1964-01","New Brunswick","","Total coal production, all types","Tonnes","288","thousands","3","v189","3.1","73","","","","0"
"1964-01","Saskatchewan","","Total coal production, all types","Tonnes","288","thousands","3","v190","4.1","236","","","","0"
"1964-01","Alberta","","Total coal production, all types","Tonnes","288","thousands","3","v191","5.1","290","","","","0"
"1964-01","British Columbia","","Total coal production, all types","Tonnes","288","thousands","3","v192","6.1","75","","","","0"
"1964-02","Canada","","Total coal production, all types","Tonnes","288","thousands","3","v187","1.1","884","","","","0"
"1964-02","Canada","","Bituminous","Tonnes","288","thousands","3","v194","1.2","542","","","","0"
"1964-02","Canada","","Subbituminous","Tonnes","288","thousands","3","v195","1.3","157","","","","0"
"1964-02","Canada","","Lignite","Tonnes","288","thousands","3","v196","1.4","184","","","","0"
"1964-02","Canada","","Landed imports of coal","Tonnes","288","thousands","3","v197","1.5","103","","","t","0"
"1964-02","Canada","","Coal made available for consumption","Tonnes","288","thousands","3","v199","1.7","918","","","t","0"
"1964-02","Canada","","Coke production","Tonnes","288","thousands","3","v200","1.8","310","","","","0"
"1964-02","Nova Scotia","","Total coal production, all types","Tonnes","288","thousands","3","v188","2.1","324","","","","0"
"1964-02","New Brunswick","","Total coal production, all types","Tonnes","288","thousands","3","v189","3.1","68","","","","0"
"1964-02","Saskatchewan","","Total coal production, all types","Tonnes","288","thousands","3","v190","4.1","184","","","","0"
"1964-02","Alberta","","Total coal production, all types","Tonnes","288","thousands","3","v191","5.1","225","","","","0"
"1964-02","British Columbia","","Total coal production, all types","Tonnes","288","thousands","3","v192","6.1","83","","","","0"
"1964-03","Canada","","Total coal production, all types","Tonnes","288","thousands","3","v187","1.1","855","","","","0"
"1964-03","Canada","","Bituminous","Tonnes","288","thousands","3","v194","1.2","528","","","","0"
"1964-03","Canada","","Subbituminous","Tonnes","288","thousands","3","v195","1.3","152","","","","0"
"1964-03","Canada","","Lignite","Tonnes","288","thousands","3","v196","1.4","175","","","","0"
"1964-03","Canada","","Landed imports of coal","Tonnes","288","thousands","3","v197","1.5","75","","","t","0"
"1964-03","Canada","","Coal made available for consumption","Tonnes","288","thousands","3","v199","1.7","797","","","t","0"
"1964-03","Canada","","Coke production","Tonnes","288","thousands","3","v200","1.8","332","","","","0"
"1964-03","Nova Scotia","","Total coal production, all types","Tonnes","288","thousands","3","v188","2.1","306","","","","0"
"1964-03","New Brunswick","","Total coal production, all types","Tonnes","288","thousands","3","v189","3.1","73","","","","0"
"1964-03","Saskatchewan","","Total coal production, all types","Tonnes","288","thousands","3","v190","4.1","175","","","","0"
"1964-03","Alberta","","Total coal production, all types","Tonnes","288","thousands","3","v191","5.1","214","","","","0"
"1964-03","British Columbia","","Total coal production, all types","Tonnes","288","thousands","3","v192","6.1","87","","","","0"
"1964-04","Canada","","Total coal production, all types","Tonnes","288","thousands","3","v187","1.1","775","","","","0"
"1964-04","Canada","","Bituminous","Tonnes","288","thousands","3","v194","1.2","548","","","","0"
"1964-04","Canada","","Subbituminous","Tonnes","288","thousands","3","v195","1.3","104","","","","0"
"1964-04","Canada","","Lignite","Tonnes","288","thousands","3","v196","1.4","122","","","","0"
"1964-04","Canada","","Landed imports of coal","Tonnes","288","thousands","3","v197","1.5","1064","","","t","0"
"1964-04","Canada","","Coal made available for consumption","Tonnes","288","thousands","3","v199","1.7","1737","","","t","0"
"1964-04","Canada","","Coke production","Tonnes","288","thousands","3","v200","1.8","319","","","","0"
"1964-04","Nova Scotia","","Total coal production, all types","Tonnes","288","thousands","3","v188","2.1","341","","","","0"
"1964-04","New Brunswick","","Total coal production, all types","Tonnes","288","thousands","3","v189","3.1","72","","","","0"
"1964-04","Saskatchewan","","Total coal production, all types","Tonnes","288","thousands","3","v190","4.1","122","","","","0"
"1964-04","Alberta","","Total coal production, all types","Tonnes","288","thousands","3","v191","5.1","166","","","","0"
"1964-04","British Columbia","","Total coal production, all types","Tonnes","288","thousands","3","v192","6.1","73","","","","0"
"1964-05","Canada","","Total coal production, all types","Tonnes","288","thousands","3","v187","1.1","699","","","","0"
"1964-05","Canada","","Bituminous","Tonnes","288","thousands","3","v194","1.2","528","","","","0"
"1964-05","Canada","","Subbituminous","Tonnes","288","thousands","3","v195","1.3","101","","","","0"
"1964-05","Canada","","Lignite","Tonnes","288","thousands","3","v196","1.4","71","","","","0"
"1964-05","Canada","","Landed imports of coal","Tonnes","288","thousands","3","v197","1.5","1646","","","t","0"
"1964-05","Canada","","Coal made available for consumption","Tonnes","288","thousands","3","v199","1.7","3142","","","t","0"
"1964-05","Canada","","Coke production","Tonnes","288","thousands","3","v200","1.8","338","","","","0"
"1964-05","Nova Scotia","","Total coal production, all types","Tonnes","288","thousands","3","v188","2.1","340","","","","0"
"1964-05","New Brunswick","","Total coal production, all types","Tonnes","288","thousands","3","v189","3.1","69","","","","0"
"1964-05","Saskatchewan","","Total coal production, all types","Tonnes","288","thousands","3","v190","4.1","71","","","","0"
"1964-05","Alberta","","Total coal production, all types","Tonnes","288","thousands","3","v191","5.1","160","","","","0"
"1964-05","British Columbia","","Total coal production, all types","Tonnes","288","thousands","3","v192","6.1","60","","","","0"
"1964-06","Canada","","Total coal production, all types","Tonnes","288","thousands","3","v187","1.1","788","","","","0"
"1964-06","Canada","","Bituminous","Tonnes","288","thousands","3","v194","1.2","611","","","","0"
"1964-06","Canada","","Subbituminous","Tonnes","288","thousands","3","v195","1.3","101","","","","0"
"1964-06","Canada","","Lignite","Tonnes","288","thousands","3","v196","1.4","76","","","","0"
"1964-06","Canada","","Landed imports of coal","Tonnes","288","thousands","3","v197","1.5","1705","","","t","0"
