,<-- Navigate by typing to search,,,,,,,,,,,,,,,,,,,,,,,
Branch,Type,Fuel,Region,Sector,Service,Technology,Parameter,Context,Sub_Context,Target,Source,Unit,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,Comments
CIMS.CAN.SK.Coal Mining,Sector,,SK,Iron and Steel,,,Tax,CO2,Combustion,,Govt of Canada,$/tCO2e,0,0,0,0,3,6.834164333,10.03213497,8.26390068,6.775892127,5.557940836,4.578906175,
CIMS.CAN.SK.Natural Gas Extraction,Sector,,SK,Natural Gas Extraction,,,Tax,CO2,Combustion,,Govt of Canada,$/tCO2e,0,0,0,0,3,6.834164333,10.03213497,8.26390068,6.775892127,5.557940836,4.578906175,
CIMS.CAN.SK.Petroleum Crude,Sector,,SK,Petroleum Crude,,,Tax,CO2,Combustion,,Govt of Canada,$/tCO2e,0,0,0,0,3,6.834164333,10.03213497,8.26390068,6.775892127,5.557940836,4.578906175,
CIMS.CAN.SK.Mining,Sector,,SK,Mining,,,Tax,CO2,Combustion,,Govt of Canada,$/tCO2e,0,0,0,0,3,6.834164333,10.03213497,8.26390068,6.775892127,5.557940836,4.578906175,
CIMS.CAN.SK.Petroleum Refining,Sector,,SK,Petroleum Refining,,,Tax,CO2,Combustion,,Govt of Canada,$/tCO2e,0,0,0,0,3,6.834164333,10.03213497,8.26390068,6.775892127,5.557940836,4.578906175,
CIMS.CAN.SK.Light Industrial.Manufacturing.Food Tobacco and Beverage,Sector,,SK,Food Tobacco and Beverage,,,Tax,CO2,Combustion,,Govt of Canada,$/tCO2e,0,0,0,0,3,6.834164333,10.03213497,8.26390068,6.775892127,5.557940836,4.578906175,
CIMS.CAN.SK.Light Industrial.Manufacturing.Transportation Equipment,Sector,,SK,Transportation Equipment,,,Tax,CO2,Combustion,,Govt of Canada,$/tCO2e,0,0,0,0,3,6.834164333,10.03213497,8.26390068,6.775892127,5.557940836,4.578906175,
